"NO","CASE TYPES","USER GROUPING_NEW","USER GROUPING_OLD","SEGMENT","PRODUCT","SUB PRODUCT","CASE CATEGORY","CASE DESCRIPTION","NEW CASE DESCRIPTION","REQUIRED SUB-DESCRIPTION","SUB","DOC INTAKE","LIST KEBUTUHAN DOKUMEN","SUGGESTION","SUGGESTION - BREAKDOWN","LEVEL OF EFFORT","RANGE OF DAYS 
(ACTUAL SLA)","ACTUAL SLA
(DAYS)","TARGET SLA 
(DAYS)","BRI NOTES","TEAM NAME","T1 - AGENT CCT/FRONTLINER","T2.1 - SUPPORTING UNIT","T2.2 - SUPPORTING UNIT","T2.3 - SUPPORTING UNIT","T3.1 - PRODUCT OWNER","T3.2 - PRODUCT OWNER","T3.3 - PRODUCT OWNER","T4.1 - TECHNICAL TEAM","T4.2 - TECHNICAL TEAM","T4.3 - TECHNICAL TEAM","T5.1 - THIRD PARTY","T5.2 - THIRD PARTY","T5.3 - THIRD PARTY","TOTAL SLA","NEW SLA","STATUS","GIC","MAKER","CHECKER","SIGNER","COURTESY AWAL","KEBUTUHAN DATA","JENIS PRODUK DAN ATAU LAYANAN LKPBU","KATEGORI PERMASALAHAN LKPBU","JENIS TRANSAKSI LKPBU","PENYEBAB PENGADUAN LKPBU","JENIS PRODUK LBUT","SANDI JENIS  PRODUK LBUT","SEBAB PENGADUAN LBUT","SANDI PENYEBAB LBUT","ACTIVE","EXTERNAL_ID","ERROR"
"189","8435","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Nasabah BRI gagal tarik tunai & terdebet di ATM Prima","Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Prima","0","","0","","Move to Resolution Center","Stay in NFT","Medium","6 ~ 10","5","6","","T2.1 - NFT(ISSUER), Include POD(RSP), Include RINTIS","1","6","","","","","","","","","","","","7","6","","LCC-ISSUER","Agent","Supervisor","Manager","1B","Regular Banking","ATM","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Transfer Dana","RM","Permasalahan/kerusakan pada Sistem Teknologi Informasi","20","TRUE","1898435","Customer Segment: bad value for restricted picklist field: All"
"190","8436","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Nasabah BRI gagal transfer & terdebet jaringan ATM Bersama","Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Bersama","0","","1","1. surat pernyataan (matrai)
2. ktp","Move to Resolution Center","Stay in NFT","Low","3 ~ 5","2","4","","T2.1 - NFT(ISSUER), Include POD(RSP), Include ARTAJASA","1","4","","","","","","","","","","","","5","4","","LCC-ISSUER","Agent","Supervisor","Manager","1C","Regular Banking","ATM","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Transfer Dana","RM","Permasalahan/kerusakan pada Sistem Teknologi Informasi","20","TRUE","1908436","Customer Segment: bad value for restricted picklist field: All"
"191","8437","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Nasabah BRI gagal transfer & terdebet jaringan ATM Prima","Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Prima","0","","1","1. surat pernyataan (matrai)
2. ktp","Move to Resolution Center","Stay in NFT","Low","3 ~ 5","3","4","","T2.1 - NFT(ISSUER), Include POD(RSP), Include RINTIS","1","4","","","","","","","","","","","","5","4","","LCC-ISSUER","Agent","Supervisor","Manager","1C","Regular Banking","ATM","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Transfer Dana","RM","Permasalahan/kerusakan pada Sistem Teknologi Informasi","20","TRUE","1918437","Customer Segment: bad value for restricted picklist field: All"
"192","8439","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Nasabah BRI gagal transfer & terdebet jaringan ATM Himbara","Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Himbara","0","","1","1. surat pernyataan (matrai)
2. ktp","Move to Resolution Center","Stay in NFT","Low","3 ~ 5","3","4","","T2.1 - NFT(ISSUER), Include POD(RSP), Include JALIN","1","4","","","","","","","","","","","","5","4","","LCC-ISSUER","Agent","Supervisor","Manager","1C","Regular Banking","ATM","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Transfer Dana","RM","Permasalahan/kerusakan pada Sistem Teknologi Informasi","20","TRUE","1928439","Customer Segment: bad value for restricted picklist field: All"
"193","8441","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Nasabah ATM Bersama gagal transfer & terdebet ke BRI","Nasabah Jaringan BERSAMA Gagal Transfer ke BRI dan Saldo Berkurang","0","","0","","Move to Resolution Center","Stay in NFT","Very Low","0 ~ 2","1","10","","T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)","1","3","5","","","","","","","","","","","9","8","","LCC-ACQ","Agent","Supervisor","Manager","1B","Regular Banking","ATM","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Transfer Dana","RM","Permasalahan/kerusakan pada Sistem Teknologi Informasi","20","TRUE","1938441","Customer Segment: bad value for restricted picklist field: All"
"194","8442","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Nasabah ATM Prima gagal transfer & terdebet ke BRI","Nasabah Jaringan PRIMA Gagal Transfer ke BRI dan Saldo Berkurang","0","","0","","Move to Resolution Center","Stay in NFT","Very Low","0 ~ 2","0","10","","T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)","1","3","5","","","","","","","","","","","9","8","","LCC-ACQ","Agent","Supervisor","Manager","1B","Regular Banking","ATM","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Transfer Dana","RM","Permasalahan/kerusakan pada Sistem Teknologi Informasi","20","TRUE","1948442","Customer Segment: bad value for restricted picklist field: All"
"195","8443","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Nasabah ATM Himbara gagal transfer & terdebet ke BRI","Nasabah Jaringan HIMBARA Gagal Transfer ke BRI dan Saldo Berkurang","0","","0","","Move to Resolution Center","Stay in NFT","Very Low","0 ~ 2","0","10","","T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)","1","3","5","","","","","","","","","","","9","8","","LCC-ACQ","Agent","Supervisor","Manager","1B","Regular Banking","ATM","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Transfer Dana","RM","Permasalahan/kerusakan pada Sistem Teknologi Informasi","20","TRUE","1958443","Customer Segment: bad value for restricted picklist field: All"
"196","8445","Resolution Center","Service & Contact Center - CCT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Sanggahan Transaksi Koreksi ( Korr )","Nasabah Komplain Terkait Transaksi Koreksi","0","","0","","Move to Resolution Center","Move to CCT","Low","3 ~ 5","3","3","Agent Leader agar dapat diberikan akses ke MASPro untuk melakukan identifikasi remarks Koreksi, sekaligus dictionary remarks koreksi, agar dapat di update pada WI","T2.1 - CRS","1","2","","","","","","","","","","","","3","2","","LCC-CRC","","","","1B","Regular Banking","Sistem Pembayaran Lainnya","#N/A","#N/A","Pemahaman karakteristik produk oleh Konsumen","Transfer Dana","RM","Produk digunakan atau data disalahgunakan oleh orang lain","30","TRUE","1968445","Customer Segment: bad value for restricted picklist field: All"
"200","8501","Resolution Center","Service & Contact Center - CCT","Individu Umum, Individu Priority & Private","Servicing","Kartu Debit","Request","Pengajuan PIN baru (Pin salah)","Nasabah Menanyakan Informasi Pengajuan PIN Baru/PIN Salah","0","","0","","Move to Resolution Center","","Very Low","0 ~ 2","0","0","","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","LCC-CCTCALL","","","","1A","Regular Banking","ATM","#N/A","#N/A","Kelalaian Konsumen","ATM dan/atau Kartu Debet","AD","Lainnya","999","TRUE","2008501","Customer Segment: bad value for restricted picklist field: Individu Umum, Individu Priority &amp; Private"
"226","8650","Funding & Retail Payment","Service & Contact Center - CCT","Individu Umum","Transaction Banking","Merchant Solutions","Customer Feedback / Sentiment Monitoring","Pekerja BRI Melaporkan Tidak Terdapat EDC BRI pada Merchant","Pekerja BRI Melaporkan Tidak Terdapat EDC BRI pada Merchant","0","","0","","","","","","10","10","","T3.1 - FST(MCO)","1","","","","10","","","","","","","","","11","10","","","","","","1B","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","2268650","Case Category: bad value for restricted picklist field: Customer Feedback / Sentiment Monitoring"
"230","8708","Operational Risk","Operational Risk","Individu Umum","Servicing","Transaction Solution","Fraud / Suspicious Transactions","Penipuan Kepada Nasabah BRI dan Transaksi dilakukan Sendiri oleh Nasabah","Nasabah Melaporkan Penipuan Terhadap Transaksi yang telah dilakukan","0","","1","1. surat pernyataan
2. ktp
3. surat kepolisian
4. bukti transaksi","No Change","","Low","3 ~ 5","4","10","","T2.1 - ORD(FBI)","1","10","","","","","","","","","","","","11","10","","LCC-FBI","","","","1C","Regular Banking","Tabungan","#N/A","#N/A","Kelalaian Konsumen","ATM dan/atau Kartu Debet","AD","Penipuan","40","TRUE","2308708","bad value for restricted picklist field: Transaction Solution"
"231","8711","Operational Risk","Operational Risk","Individu Umum","Servicing","Transaction Solution","Fraud / Suspicious Transactions","Indikasi Penipuan Nasabah Korban Bank Lain","Nasabah Bank Lain Melakukan Pelaporan atas Indikasi Penipuan oleh Nasabah BRI","1","1. Nasabah bank lain melalui Call Center
2. Bank Lain melalui surat Bilateral","1","1. surat pernyataan
2. ktp
3. surat kepolisian
4. bukti transaksi","No Change","","Very Low","0 ~ 2","1","10","Sub: Nasabah bank lain melalui Call Center, Bank Lain melalui surat Bilateral","T2.1 - ORD(FBI)","1","10","","","","","","","","","","","","11","10","","LCC-FBI","","","","1C","Regular Banking","Tabungan","#N/A","#N/A","Kelalaian Konsumen","Transfer Dana","RM","Penipuan","40","TRUE","2318711","bad value for restricted picklist field: Transaction Solution"
"237","8808","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Pembayaran PLN Prabayar Gagal namun Saldo Terdebet","Nasabah Komplain Gagal Pembayaran PLN Prabayar & Saldo Berkurang","0","","0","","Move to Resolution Center","Stay in NFT","Very Low","0 ~ 2","1","6","","T2.1 - NFT(ISSUER), Include POD(RSP)","1","4","","","","","","","","","","","","5","4","","LCC-ISSUER","Agent","Supervisor","Manager","1B","Regular Banking","ATM","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","ATM dan/atau Kartu Debet","AD","Top up Tidak Berhasil","120","TRUE","2378808","Customer Segment: bad value for restricted picklist field: All"
"238","8809","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Pembayaran PLN Pascabayar Namun Saldo Berkurang","Nasabah Komplain Gagal Pembayaran PLN Pascabayar & Saldo Berkurang","0","","0","","Move to Resolution Center","Stay in NFT","Low","3 ~ 5","2","5","","T2.1 - NFT(ISSUER), Include POD(RSP)","1","4","","","","","","","","","","","","5","4","","LCC-ISSUER","Agent","Supervisor","Manager","1B","Regular Banking","ATM","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","ATM dan/atau Kartu Debet","AD","Top up Tidak Berhasil","120","TRUE","2388809","Customer Segment: bad value for restricted picklist field: All"
"239","8810","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Komplain pembayaran pajak melalui MPN Gen 2","Nasabah Komplain Gagal Pembayaran Pajak & Saldo Berkurang","0","","0","","Move to Resolution Center","Stay in NFT","Low","3 ~ 5","2","6","","T2.1 - NFT(ISSUER), Include POD(RSP)","1","4","","","","","","","","","","","","5","4","","LCC-ISSUER","Agent","Supervisor","Manager","1B","Regular Banking","Electronic Banking","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Lainnya","XX","Permasalahan/kerusakan pada Sistem Teknologi Informasi","20","TRUE","2398810","Customer Segment: bad value for restricted picklist field: All"
"240","8812","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Nasabah BRI gagal tarik tunai & terdebet di ATM BRI","Nasabah Komplain Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI","0","","0","","Move to Resolution Center","Stay in NFT","Low","3 ~ 5","4","3","","T2.1 - NFT(ON US), Include POD(RSP)","1","3","","","","","","","","","","","","4","3","","LCC-ON US","Agent","Supervisor","Manager","1B","Regular Banking","ATM","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","ATM dan/atau Kartu Debet","AD","Permasalahan/kerusakan pada Sistem Teknologi Informasi","20","TRUE","2408812","Customer Segment: bad value for restricted picklist field: All"
"241","8813","Resolution Center","Service & Contact Center - CCT","UMKM","loans","KTA","Inquiry","Mitra UMI - Pinjaman Kece","Nasabah menanyakan terkait cara pengajuan pinjaman kece","0","","0","","","","","","0","0","Done","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","LCC-CCTCALL","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","Lainnya","XX","Lainnya","999","TRUE","2418813","Product: bad value for restricted picklist field: KTA"
"242","8899","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Transfer BI-Fast Nasabah bank lain","Nasabah Bank Lain Komplain Gagal Transfer BI-Fast ke BRI dan saldo berkurang","0","","0","","Move to Resolution Center","Stay in NFT","Low","3 ~ 5","2","5","","T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)","1","2","3","","","","","","","","","","","6","5","","LCC-ACQ","Agent","Supervisor","Manager","1B","Regular Banking","Electronic Banking","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Transfer Dana","RM","Lainnya","999","TRUE","2428899","Customer Segment: bad value for restricted picklist field: All"
"243","8900","Resolution Center","Service & Contact Center - CCT","All","Savings","Giro","Products / Promotion Inquiry","Giro","Nasabah Menanyakan Cara, Syarat & Ketentuan Terkait Giro","0","","0","","Move to Resolution Center","Move to CCT","Very Low","0 ~ 2","0","7","Segmen harus diubah (tidak ada yang nanya ttg giro individu)","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","LCC-CCTCALL","","","","1A","Regular Banking","Giro","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Daftar Hitam Nasional (DHN) dan Cek/Bilyet Giro","DH","Bunga/Biaya Lainnya","90","TRUE","2438900","Customer Segment: bad value for restricted picklist field: All"
"247","8906","Resolution Center","Service & Contact Center - DPR","Individu","Servicing","PPID","Inquiry","PPID","Nasabah menghubungi meminta informasi publik seputar BRI","0","","0","","","","","","2","2","Done","T2.1 - DPR","1","2","","","","","","","","","","","","3","2","","LCC-DPR","","","","1B","Regular Banking","Kredit/Pembiayaan Investasi","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Lainnya","XX","Lainnya","999","TRUE","2478906","Customer Segment: bad value for restricted picklist field: Individu"
"248","8907","Resolution Center","Service & Contact Center - OIA","Individu","Servicing","Taspen","Request","Taspen","TIket Internal OIA meminta Branch melakukan LKN ke Peserta Taspen untuk Otentifikasi","0","","0","","","","","","10","10","Tiket Internal OIA ke Branch","T2.1 - Branch (Uker)","1","10","","","","","","","","","","","","11","10","","","","","","1B","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","2488907","Customer Segment: bad value for restricted picklist field: Individu"
"249","8908","Information Security","Information Security","Individu Umum","Servicing","Servicing - Layanan Contact Center","Customer Feedback / Sentiment Monitoring","Informasi dan Komplain System BRI","Nasabah Menyampaikan Informasi dan Komplain terkait Kelemahan Security dan System BRI","0","0","0","0","No Change","","Very Low","0 ~ 2","0","10","New Case Type -","T3.1 - ISC","1","","","","10","","","","","","","","","11","10","","","","","","1A","Regular Banking","Penyaluran Dana Lainnya","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","#N/A","#N/A","#N/A","#N/A","TRUE","2498908","Case Category: bad value for restricted picklist field: Customer Feedback / Sentiment Monitoring"
"251","8915","Resolution Center","Service & Contact Center - NFT","All","Transaction Banking","Transaction Solution","Complaint - Transaction","Gagal Setor Tunai di CRM BRI Via BRImo / Kartu Debit","Nasabah Komplain Gagal Setor Tunai dan uang tertelan di CRM BRI","1","1. BRIMO
2. Kartu Debit","0","","Move to Resolution Center","Stay in NFT","Medium","6 ~ 10","5","8","Sub: Menggunakan BRIMO, Kartu Debit","T2.1 - NFT(ON US), Include POD(RSP), T2.2 - Branch(Uker)","1","7","","","","","","1","","","","","","9","8","","LCC-ON US","Agent","Supervisor","Manager","1B","Regular Banking","ATM","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","ATM dan/atau Kartu Debet","AD","Permasalahan/kerusakan pada Sistem Teknologi Informasi","20","TRUE","2518915","Customer Segment: bad value for restricted picklist field: All"
"255","8925","Resolution Center","Service & Contact Center - CRS","All","Servicing","Informasi Promo, Program, Produk","Products / Promotion Inquiry","Promo dan program BRI","Nasabah Menanyakan Syarat & Ketentuan Promo & Program BRI","0","","0","","Move to Resolution Center","Move to CCT","Low","3 ~ 5","2","5","Add new call type: complaint ttg promo & program BRI (T2.1 - CRS(1 day), T2.2 - FST","T2.1 - CRS, Include FST","1","5","","","","","","","","","","","","6","5","","RPT-ACQ","","","","1B","Regular Banking","Sistem Pembayaran Lainnya","#N/A","#N/A","Pemahaman karakteristik produk oleh Konsumen","Lainnya","XX","Lainnya","999","TRUE","2558925","Customer Segment: bad value for restricted picklist field: All"
"256","8939","Card, Digital Lending & Assset","Service & Contact Center - CCT","Individu Umum","Loans","KTA","Complaint - Transaction","Kendala Cicilan Briguna","Nasabah Komplain Terkait Permasalahan Pembayaran Tagihan BRIguna","1","1. Gagal Pembayaran (Auto-payment)
2. Hold Berulang kali","0","","No Change","","Low","3 ~ 5","2","3","Sub: Gagal Pembayaran (Auto-payment), Hold Berulang kali","T3.1 - CDD(SPD CLS)","1","","","","5","","","","","","","","","6","5","","CLS","","","","1B","Regular Banking","Kredit Tanpa Agunan","#N/A","#N/A","Gangguan / kerusakan perangkat dan sistem teknologi informasi","Lainnya","XX","Permasalahan/kerusakan pada Sistem Teknologi Informasi","20","TRUE","2568939","Product: bad value for restricted picklist field: KTA"
"267","9002","Resolution Center","Service & Contact Center - CCT","Korporasi","savings","Giro","Inquiry","Identifikasi Setoran Pertamina","Nasabah menanyakan informasi terkait rekening cash card pertamina","0","","0","","","","","","1","1","Done","T1 - Agent CCT/Frontliner","1","","","","0","","","","","","","","","1","0","","","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","Lainnya","XX","Lainnya","999","TRUE","2679002","bad value for restricted picklist field: Giro"
"268","9003","Resolution Center","Service & Contact Center - CCT","Korporasi","savings","Giro","Inquiry","Identifikasi Rekening Imprest Nasabah PLN","Nasabah menanyakan informasi terkait rekening cash card PLN","0","","0","","","","","","1","1","Done","T1 - Agent CCT/Frontliner","1","","","","0","","","","","","","","","1","0","","","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","Lainnya","XX","Lainnya","999","TRUE","2689003","bad value for restricted picklist field: Giro"
"274","9200","Operational Excellence","Credit Operation","UMKM","Loans","KPR, KUR, KMK, KI","Platform & Device Support","BRISPOT ( informasi, Maintenance, Complain)","Nasabah Komplain Terkait Kendala Aplikasi BRISPOT","0","","0","","No Change","","Very Low","0 ~ 2","1","1","","T3.1 - OPX, T4.1 - APP(SDK)","1","","","","1","","","1","","","","","","3","2","","OPK-BRISPOT","","","","1B","Regular Banking","#N/A","#N/A","#N/A","#N/A","Lainnya","XX","Lainnya","999","TRUE","2749200","Product: bad value for restricted picklist field: KPR, KUR, KMK, KI"
"275","9797","Resolution Center","Service & Contact Center - CCT","Korporasi","savings","Giro","Inquiry","Nasabah Inti Kerjasama","Nasabah menyakan terkait informasi cash card","0","","0","","","","","","0","0","Done","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","LCC-CCTNIK","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","Lainnya","XX","Lainnya","999","TRUE","2759797","bad value for restricted picklist field: Giro"
"277","8106-12","Resolution Center","Investment Service","Individu Umum","Investment","DPLK","Inquiry","","Nasabah Mengajukan Unlock User Microsite DPLK","0","","0","","Move to Resolution Center","Move to CCT","Very Low","0 ~ 2","0","1","New Case Type -","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","#N/A","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","2772267031","Product: bad value for restricted picklist field: DPLK"
"284","8106-10","Resolution Center","Investment Service","Individu Umum","Investment","DPLK","Inquiry","Nomor CIF","Nasabah Menanyakan Nomor CIF DPLK","0","","0","","Move to Resolution Center","Move to CCT","Very Low","0 ~ 2","0","1","New Case Type -","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","#N/A","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","2848106-10","Product: bad value for restricted picklist field: DPLK"
"285","8106-11","Resolution Center","Investment Service","Individu Umum","Investment","DPLK","Inquiry","Status Proses Claim/penarikan sebagian","Nasabah Menanyakan Status Proses Claim/Penarikan Sebagian DPLK","0","","0","","Move to Resolution Center","Move to CCT","Very Low","0 ~ 2","0","1","New Case Type -","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","#N/A","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","2858106-11","Product: bad value for restricted picklist field: DPLK"
"286","8106-7","Resolution Center","Investment Service","Individu Umum","Investment","DPLK","Inquiry","Nasabah Menanyakan Saldo DPLK","Nasabah Menanyakan Saldo DPLK","0","","0","","Move to Resolution Center","Move to CCT","Very Low","0 ~ 2","0","1","New Case Type -","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","#N/A","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","2868106-7","Product: bad value for restricted picklist field: DPLK"
"287","8106-8","Resolution Center","Investment Service","Individu Umum","Investment","DPLK","Inquiry","Nasabah Menanyakan Nomor Kartu","Nasabah Menanyakan Nomor Kartu DPLK","0","","0","","Move to Resolution Center","Move to CCT","Very Low","0 ~ 2","0","1","New Case Type -","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","#N/A","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","2878106-8","Product: bad value for restricted picklist field: DPLK"
"288","8106-9","Resolution Center","Investment Service","Individu Umum","Investment","DPLK","Inquiry","Cara, Syarat ketentuan","Nasabah Menanyakan Cara, Syarat, dan Ketentuan DPLK","0","","0","","Move to Resolution Center","Move to CCT","Very Low","0 ~ 2","0","1","New Case Type -","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","#N/A","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","2888106-9","Product: bad value for restricted picklist field: DPLK"
"291","8603-1","Application & Operations","Service & Contact Center - CRS","Individu Umum, UMKM","Servicing","Internet Banking","Complaint - Non-Transaction","Nasabah Komplain Terkait Penggunaan Aplikasi IBBIZ","Nasabah Komplain Terkait Penggunaan Aplikasi IBBIZ","0","","0","","No Change","","Very Low","0 ~ 2","0","0","New Case Type -","T2.1 - CRS, T4.1 - APP(SDK)","1","1","","","","","","3","","","","","","5","4","","","","","","1B","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","2918603-1","Customer Segment: bad value for restricted picklist field: Individu Umum, UMKM"
"292","8925-1","Resolution Center","Service & Contact Center - CRS","All","Servicing","Informasi Promo, Program, Produk","Complaint - Non-Transaction","Nasabah Komplain Terkait Promo & Program BRI","Nasabah Komplain Terkait Promo & Program BRI","0","","0","","No Change","","Very Low","0 ~ 2","0","0","New Case Type -","T2.1 - CRS, Include FST","1","5","","","","","","","","","","","","6","5","","","","","","1B","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","2928925-1","Customer Segment: bad value for restricted picklist field: All"
"301","8952-4","Resolution Center","Service & Contact Center - CCT","UMKM","Loans","KPR, KUR, KMK, KI","Inquiry","Nasabah Menanyakan Informasi mengenai Pinjaman BRI","Nasabah Menanyakan Informasi mengenai Pinjaman BRI via Senyum Mobile","0","","0","","No Change","","Very Low","0 ~ 2","0","1","New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","#N/A","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","3018952-4","Product: bad value for restricted picklist field: KPR, KUR, KMK, KI"
"302","8952-5","Digital Banking","Digital Banking","UMKM","Loans","KPR, KUR, KMK, KI","Complaint - Non-Transaction","Nasabah Komplain Pengajuan Pinjaman BRI","Nasabah Komplain Pengajuan Pinjaman BRI via Senyum Mobile","1","1. Status referral
2. Kelurahan tidak terdaftar","0","","No Change","","Very Low","0 ~ 2","11","11","New Case Type - Sub: Status referral; Kelurahan tidak terdaftar., Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS), Include (PNM/PEGADAIAN)","1","","","","2","5","","","","","","","","8","7","","#N/A","","","","1B","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","3028952-5","Product: bad value for restricted picklist field: KPR, KUR, KMK, KI"
"303","8952-6","Resolution Center","Service & Contact Center - CCT","UMKM","Loans","KPR, KUR, KMK, KI","Inquiry","Nasabah Menanyakan Informasi mengenai Pinjaman MEKAAR PNM","Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Pinjaman MEKAAR PNM via Senyum Mobile","0","","0","","No Change","","Very Low","0 ~ 2","0","1","New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan","T1 - Agent CCT/Frontliner","1","","","","","","","","","","","","","1","0","","#N/A","","","","1A","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","3038952-6","Product: bad value for restricted picklist field: KPR, KUR, KMK, KI"
"304","8952-7","Digital Banking","Digital Banking","UMKM","Loans","KPR, KUR, KMK, KI","Complaint - Non-Transaction","Nasabah Komplain Pengajuan Pinjaman MEKAAR PNM","Nasabah Komplain Pengajuan Pinjaman MEKAAR PNM via Senyum Mobile","1","1. Status referral
2. Kelurahan tidak terdafta","0","","No Change","","Very Low","0 ~ 2","0","0","New Case Type - Sub: Status referral; Kelurahan tidak terdaftar., Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS), Include (PNM/PEGADAIAN)","1","","","","2","5","","","","","","","","8","7","","#N/A","","","","1B","Regular Banking","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","TRUE","3048952-7","Product: bad value for restricted picklist field: KPR, KUR, KMK, KI"
