Call Type Number,Active,Send to Drone?,Additional Details (Formulir Detail),Customer Segment,Product,Sub Product,Case Category,Case Type Description,Sub-Description,List of Required Documents,Team Name,Agent SLA,Level 1 OLA,Level 1 Escalation Team,Level 2 OLA,Level 2 Escalation Team,Level 3 OLA,Level 3 Escalation Team,Level 4 OLA,Level 4 Escalation Team,Total SLA,Total OLA,Maker,Checker,Signer,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,external_id
4207,TRUE,FALSE,"Nasabah mengajukan penggantian alamat pengiriman tagihan dari rumah/kantor menjadi rumah/kantor karena ….
Alamat lama:
Alamat baru:
Terima kasih.

Salin status kartu kredit (month profile, screen PCHI)
Salin screen PCIC (sebelum dan sesudah maintenance)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Perubahan Alamat Penagihan Kartu Kredit (tanpa ubah data) melalui Brimo,,,,1.0,3.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207
4208,TRUE,FALSE,"Nasabah mengajukan registrasi e-statement
Alamat email :
Salin screen PCHI
Salin screen PCIC (sebelum dan sesudah maintenance)

Nasabah mengajukan perubahan alamat e-statement
Alamat email lama :
Alamat email baru :
Salin Screen PCHI
Salin screen PCIC (sebelum dan sesudah maintenance)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pendaftaran E-statement untuk Kartu Kredit,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4208
4211,TRUE,FALSE,"Nasabah mengajukan pendaftaran no Hanphone ke 3d Secure :
No Handphone CH : ………………………………… (Sesuai cardlink)
Alasan pendaftaran :
Sudah dilakukan pengecekan ke Team Leader : (nama TL)
No handphone belum terdaftar 3d secure

Salin status kartu kredit (month profile, screen PCHI)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pendaftaran 3D Secure Kartu Kredit,,,,1.0,1.0,CDD - ACU - OTO,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4211
4212,TRUE,FALSE,,Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Perubahan Alamat & Data Nasabah Kartu Kredit Melalui Telesales CDD,,,,1.0,3.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212
4213,TRUE,FALSE,"Nasabah mengajukan perubahan data penghasilan
Alasan:

Alamat email untuk kirim dokumen :
CSR sarankan mengirim dokumen Surat pernyataan perubahan data penghasilan, foto copy kartu kredit tampak depan, foto copy KTP, data penghasilan/SPT
Tolong bantuannya untuk tindak lanjut.
Terima kasih.
Salin status kartu kredit (month profile, screen PCHI)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Perubahan Data Gaji / Penghasilan,,"1. surat pernyataan
2. ktp
3. kartu kredit
4. Slip Gaji",,1.0,3.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213
4214,TRUE,FALSE,,Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Perubahan No HP/TLP pada Kartu Kredit Utama,,"1. surat pernyataan
2. ktp
3. kartu kredit",,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214
4215,TRUE,FALSE,"Nasabah infokan menerima kode OTP namun tidak merasa melakukan transaksi.

Detail Transaksi:

Agent sudah infokan:",Individu Umum,Loans,Kartu Kredit,Inquiry,Nasabah/Non-Nasabah BRI Melaporkan Terima OTP Namun Tidak Melakukan Transaksi,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4215
4216,TRUE,FALSE,"Ch komplain tidak terima sms/email notifikasi
alamat email :
No hp :
tanggal transaksi :
Nama merchant :
Nominal transaksi :
sejak kapan tidak terima sms/email notifikasi :
Apakah sebelumnya pernah terima sms notifikasi : ( tidak pernah/kadang2 terima notifikasi)

Informasi tambahan :
Untuk kartu kredit BRI JCB Platinum saat ini belum dapat menerima sms notifikasi.
Solusi tambahan :
""Notifikasi transaksi kartu kredit bisa diterima juga apabila Bapak/Ibu sudah menggunakan aplikasi BRI Credit Card Mobile""",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Nasabah Komplain Tidak Terima SMS/Email Notifikasi Transaksi Kartu Kredit,,,,1.0,1.0,CDD - ACU - OTO,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216
4218,TRUE,FALSE,"Nasabah melaporkan kartu kredit BRI belum terdaftar di aplikasi BRImo

Data kartu kredit nasabah dengan data rekening sudah match namun belum tidak muncul di BRImo :
No Customer Number KK : (Cek di PCIH dengan tulisan CUST NUMBER 001)
No CIF :
No. Rekening Simpanan BRI :
User ID BRImo :
Nomor KTP di cardlink :
DOB di Cardlink :
Nomor KTP di Rekening :
DOB di di Rekening :

Mohon tindaklanjut, terima kasih.
(Copy 24 month Profile PCHI)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pendaftaran Kartu Kredit Sebagai Metode Pembayaran QRIS di BRImo,,,,1.0,3.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4218
4304,TRUE,FALSE,"Nasabah menyakan Akurasi Jumlah tagihan
Tagihan bulan : ... ( b/s cycle )
Alasan:

Copy PCHI",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Nasabah Komplain Jumlah Tagihan Kartu Kredit Tidak Akurat,,,,1.0,6.0,CDD - Business Operation Team - ITEM,,,,,,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4304
4305,TRUE,FALSE,"Nasabah melaporkan belum terima kartu baru/perpanjangan/pergantian
Informasi pengiriman :
Alamat pengiriman :
Mohon bantuannya. Terima kasih

Copy status pengiriman dari aplikasi DTS
Copy PCHI",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Nasabah Komplain Kartu Kredit Belum Diterima,,,,1.0,10.0,CDD - Business Operation Team - Delivery,,,,,,,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4305
4306,TRUE,FALSE,,Individu Umum,Loans,Kartu Kredit,Request,Nasabah Komplain Kartu Kredit Rusak/Salah Nama,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,KKD-CRI-DATAM,,,,,,,,,,,,,,,,,4306
5100,TRUE,FALSE,"Nasabah menanyakan biaya/bunga/late charge ……
Informasi yang diberikan :
Copy PCHI

Nasabah melakukan pembayaran tagihan KK BRI
Tagihan bulan : … ( b/s cycle )
Tanggal : …
Nominal : Rp. …
Melalui : ( sms banking, terminal ATM, teller )
Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
Salin screen PCHI (screen yang menunjukkan pembayaran terakhir)

Nasabah menanyakan tagihan /sisa limit.......
Ket :
Copy PCHI",Individu Umum,Loans,Kartu Kredit,Inquiry,Nasabah Menanyakan Informasi Terkait Transaksi & Limit Kartu Kredit,"1. Tagihan
2. Status Pembayaran
3. Sisa limit
4. Bunga
5. Biaya Denda Keterlambatan
6. Biaya Tahunan
7. Biaya Lainnya",,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CCTCALL,,,,,,,,,,,,,,,,,5100
5200,TRUE,FALSE,"(untuk Non Pekerja BRI)

Nasabah mengajukan kenaikan limit KK BRI
Batas limit saat ini : Rp. ...
Pengajuan : Rp. ....
Alasan pengajuan : ...
Data pekerjaan terbaru :
Jabatan :
Alamat kantor/nomor telpon kantor :
Hi – Balance : ....
Alamat email untuk kirim dokumen :
Keterangan tambahan:

Nasabah setuju dengan biaya penggantian kartu/biaya naik limit dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai)
CSR sarankan kirim dokumen (pilih salah satu sesuai)
Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP

Mohon bantuannya untuk tindak lanjut. Terima kasih

Copy month profile dari PCHI

( untuk pekerja BRI)
Nasabah mengajukan kenaikan limit KK BRI
Batas limit saat ini : Rp. ...
Pengajua : Rp. ....
Alasan pengajuan : ...
Grade :
Jabatan :
Lama bekerja :
Unit kerja saat ini :
alamat rumah :
nomor telepon/ handphone yang dapat dihubungi
nomor NPWP :
Hi – Balance : ....
Keterangan tambahan:
CSR sarankan kirim dokumen slip gaji (jika tidak dibutuhkan maka dihapus)
Mohon bantuannya untuk tindak lanjut. Terima kasih

Copy month profile dari PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Kenaikan Limit Tetap Kartu Kredit,,"1. surat pernyataan
2. ktp
3. kartu kredit
4. npwp
5. silp gaji",T3.1 - CDD(CLF-1 LIMIT),1.0,5.0,CDD - Clf-1 Credit Card Init - LIMIT,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,KKD-CRI-LIMIT,,,,,,,,,,,,,,,,,5200
5201,TRUE,FALSE,"(untuk Non Pekerja BRI)
Nasabah mengajukan kenaikan limit KK BRI
Batas limit saat ini : Rp. ...
Pengajuan : Rp. ....
Alasan pengajuan : ...
Data pekerjaan terbaru :
Jabatan :
Alamat kantor/nomor telpon kantor :
Hi – Balance : ....
Alamat email untuk kirim dokumen :
Keterangan tambahan:

Nasabah setuju dengan biaya penggantian kartu (jika kartu berubah dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai)
Agent sarankan kirim dokumen (pilih salah satu sesuai)
Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP

Mohon bantuannya untuk tindak lanjut. Terima kasih
Copy month profile dari PCHI

( untuk pekerja BRI)

Nasabah mengajukan penurunan limit KK BRI
Batas limit saat ini : Rp. ...
Pengajuan : Rp. ....
Alasan pengajuan : ...
Grade :
Jabatan :
Lama bekerja :
Unit kerja saat ini :
alamat rumah :
nomor telepon/ handphone yang dapat dihubungi :
nomor NPWP :
Hi – Balance : ....
Keterangan tambahan:

Nasabah setuju dengan biaya penggantian kartu (jika menyebabkan pergantian kartu kredit)

Mohon bantuannya untuk tindak lanjut. Terima kasih
Copy month profile dari PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Penurunan Limit Kartu Kredit,,,T3.1 - CDD(CLF-1 LIMIT),1.0,4.0,CDD - Clf-1 Credit Card Init - LIMIT,,,,,,,,,,4.0,,,,,,,,,5.0,4.0,KKD-CRI-LIMIT,,,,,,,,,,,,,,,,,5201
5202,TRUE,FALSE,"(untuk Non Pekerja BRI)

Nasabah mengajukan kenaikan limit sementara KK BRI

Batas limit saat ini : Rp. ...
Pengajuan : Rp. ....
Alasan pengajuan : ...
Data pekerjaan terbaru :
Jabatan :
Alamat kantor/nomor telpon kantor :
Hi – Balance : ....
Keterangan tambahan :
Nasabah setuju dengan biaya naik limit
Agent sarankan kirim dokumen (pilih salah satu yang sesuai)
Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP

Mohon bantuannya untuk tindak lanjut. Terima kasih
Copy month profile dari PCHI

( untuk pekerja BRI)

Nasabah mengajukan kenaikan limit sementara KK BRI
Batas limit saat ini : Rp. ...
Pengajuan : Rp. ....
Alasan pengajuan : ...
Grade :
Jabatan :
Lama bekerja :
Unit kerja saat ini :
alamat rumah :
nomor telepon/ handphone yang dapat dihubungi
nomor NPWP :
Hi – Balance : ....
Keterangan tambahan:
Nasabah setuju dengan Biaya naik limit
Mohon bantuannya untuk tindak lanjut. Terima kasih
Copy month profile dari PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Kenaikan Limit Sementara Kartu Kredit,,"1. surat pernyataan
2. ktp
3. kartu kredit
4. npwp
5. silp gaji",T3.1 - CDD(CLF-1 LIMIT),1.0,5.0,CDD - Clf-1 Credit Card Init - LIMIT,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,KKD-CRI-LIMIT,,,,,,,,,,,,,,,,,5202
5203,TRUE,FALSE,"a. Jika nasabah merupakan karyawan BRI				
				
Nasabah mengajukan kenaikan limit sementara KK BRI				
Limit kredit nasabah saat ini : Rp. ... 				
Pengajua limit yang diajukan             : Rp. .... 				
Alasan pengajuan : ...				
Grade                    :				
Jabatan                 :				
Lama bekerja        :				
Unit kerja saat ini  :				
alamat rumah        :				
nomor telepon/ handphone yang dapat dihubungi :				
nomor NPWP        : 				
Pengajuan yang diajukan :         Bulan				
Hi – Balance          : ....				
				
Keterangan tambahan: 				
CSR sarankan kirim dokumen slip gaji (jika tidak dibutuhkan maka dihapus)				
Mohon bantuannya untuk tindak lanjut. Terima kasih				
				
Copy month profile dari PCHI				

b. Jika nasabah merupakan NON karyawan BRI				
				
Nasabah mengajukan kenaikan limit sementara KK BRI				
Limit kredit nasabah saat ini : Rp. ... 				
Pengajua limit yang diajukan             : Rp. .... 				
Alasan pengajuan : ...				
Data pekerjaan terbaru :				
Jabatan                         :				
Alamat kantor :				
nomor telpon kantor :				
Pengajuan yang diajukan :         Bulan				
Hi – Balance                                    : ....				
Alamat email untuk kirim dokumen :				
Keterangan tambahan: 				
				
Nasabah setuju dengan biaya penggantian kartu atau biaya naik limit dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai)				
				
Agent sudah sampaikan dokumen yang perlu dilampirkan (pilih salah satu sesuai) :				
Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP  				
Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP				
				
Mohon bantuannya untuk tindak lanjut. Terima kasih				
				
Copy month profile dari PCHI

",Individu Umum,Loans,Kartu Kredit,Request,"Nasabah Mengajukan Kenaikan Limit Instan Kartu Kredit (Hospital, Ticketing, Restoran, Hotel)",,,T3.1 - CDD(CLF-1 LIMIT),1.0,5.0,CDD - Clf-1 Credit Card Init - LIMIT,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,KKD-CRI-LIMIT,,,,,,,,,,,,,,,,,5203
5205,TRUE,FALSE,,Individu Umum,Loans,Kartu Kredit,Request,Unit Kerja Mengajukan Kenaikan Limit Kartu Kredit Khusus untuk Restrukturisasi,,,T3.1 - CDD(CLF-1 LIMIT),1.0,3.0,CDD - Clf-1 Credit Card Init - LIMIT,,,,,,,,,,3.0,,,,,,,,,4.0,3.0,KKD-CRI-LIMIT,,,,,,,,,,,,,,,,,5205
5300,TRUE,FALSE,"Nasabah melaporkan limit terlalu kecil
Limit saat ini :
Limit yang diajukan :
Hi – Balance
Keterangan lain : (limit kartu kredit Bank xxxx sebesar …..)
Mohon bantuannya untuk ditindaklanjuti
Copy PCHI",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Nasabah Komplain Limit Kartu Kredit Terlalu Kecil,,"1. surat pernyataan
2. ktp
3. kartu kredit
4. npwp
5. silp gaji",T3.1 - CDD(CLF-1 LIMIT),1.0,5.0,CDD - Clf-1 Credit Card Init - LIMIT,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,KKD-CRI-LIMIT,,,,,,,,,,,,,,,,,5300
5400,TRUE,FALSE,"Nasabah menanyakan informasi BRI Credit Card Mobile …..:
Informasi di library : …………….",Individu Umum,Loans,Kartu Kredit,Platform & Device Support,"Nasabah Menanyakan Cara, Syarat & Ketentuan Penggunaan BRI Credit Card Mobile","1. Cara Registrasi
2. Cara Penggunaan
3. Dll",,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,KKD-PBK-KKPBK,,,,,,,,,,,,,,,,,5400
5401,TRUE,FALSE,"Nasabah komplain BRI Credit Card Mobile : …..
User name
Type ponsel :
Nomor ponsel :
Sistem Android/iOS :
Respon gagal
Versi aplikasi yg sedang digunakan

Mohon bantuan untuk tindak lanjut. Terima kasih
Copas profile pchi",Individu Umum,Loans,Kartu Kredit,Platform & Device Support,Nasabah Komplain Terkait Penggunaan Aplikasi BRI Credit Card Mobile (BCCM),,,T3.1 - CDD(SPD SCD),1.0,2.0,CDD - Strgy&Prod Credit Card&Dgtl Lend,,,,,,,,,,2.0,,,,,,,,,3.0,2.0,KKD-PBK-KKPBK,,,,,,,,,,,,,,,,,5401
6100,TRUE,FALSE,"Nasabah meminta surat pelunasan
Alasan
Alamat email/ nomor fax:
Agent sarankan kirim dokumen surat permohonan, fotocopy KTP dan kartu kredit

Mohon bantuannya. Terima kasih.

Copy PCHI

Nasabah meminta surat penutupan kartu
Alasan
Mohon bantuannya. Terima kasih.

Copy PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Surat Lunas Kolektibilitas Lancar untuk Kartu Kredit,,"1. surat pernyataan
2. ktp
3. kartu kredit",T3.1 - CDD(MPP MIS),1.0,8.0,CDD - Business Monitoring&Perform - MIS,,,,,,,,,,8.0,,,,,,,,,9.0,8.0,KKD-RMG-MIS,,,,,,,,,,,,,,,,,6100
6101,TRUE,FALSE,"Nasabah mengajukan penghapusan biaya Account Menunggak (iuran tahunan, denda keterlambatan, interest dan fee lainnya)

Alasan :
Nasabah masih aktif bekerja/tidak :
Keterangan alamat kantor/rumah/nomor telpon yang baru :
Alamat email nasabah :
Dokumen yang akan dikirimkan :
Surat permohonan nasabah dan/ atau penanggung atau ahli waris,
Fotocopy KTP Nasabah dan atau penanggung atau ahli waris,
tagihan yang lain (jika dibutuhkan)

Salin status karut kredit (screen PCHI).",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Menunggak Mengajukan Penghapusan Biaya Kartu Kredit,"1. Iuran Tahunan
2. Denda Keterlambatan
3. Bunga
4. Biaya lainnya",,"T3.1 - CDD(CLL RE), T3.2 - CDD(OPE ITEM)",1.0,5.0,CDD - Coll Card & Digital Lending - RE,2.0,CDD - Business Operation Team - ITEM,,,,,,,,5.0,2.0,,,,,,,,8.0,7.0,KKD-CLL-RE,,,,,,,,,,,,,,,,,6101
6102,TRUE,FALSE,"Nasabah meminta surat pelunasan
Alasan :
Keterangan alamat kantor/rumah/nomor telpon yang baru :
Copy screen PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Dengan Status Pernah Menunggak Mengajukan Surat Keterangan Lunas,,"1. surat pernyataan
2. ktp
3. kartu kredit","T3.1 - CDD(CLL HC), T3.2 - CDD(CLL RE)",1.0,4.0,CDD - Coll Card & Digital Lending - HC,4.0,CDD - Coll Card & Digital Lending - RE,,,,,,,,4.0,4.0,,,,,,,,9.0,8.0,KKD-CLL-HC,,,,,,,,,,,,,,,,,6102
6103,TRUE,FALSE,"Permintaan surat penutupan kartu :
Nasabah meminta surat penutupan kartu
Alasan
Mohon bantuannya. Terima kasih.
Copy PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Surat Penutupan Kartu Kredit,,,T3.1 - CDD(OPE LKK),1.0,3.0,CDD - Business Operation Team - LKK,,,,,,,,,,3.0,,,,,,,,,4.0,3.0,KKD-OPS-LKK,,,,,,,,,,,,,,,,,6103
6200,TRUE,FALSE,"Nasabah informasikan alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone berubah
Agent sarankan melakukan pembayaran dan menghubungi kembali H+1 setelah pembayaran

Nasabah informasikan alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone berubah

Alasan :
alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone lama :
alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone baru :",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Perubahan Data Kartu Kredit Dengan Keterangan Blok Coll (Blok E/W/Z),,,"T3.1 - CDD(CLL RE), T3.2 - CDD(CRI - DATAM)",1.0,7.0,CDD - Coll Card & Digital Lending - RE,1.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,,,,7.0,1.0,,,,,,,,9.0,8.0,KKD-CLL-RE,,,,,,,,,,,,,,,,,6200
6400,TRUE,FALSE,"Nasabah meminta dihubungi oleh collection
Alasan :
Keterangan alamat kantor/rumah/nomor telpon yang baru :
Copy screen PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Blok Coll CPD Xday (Q/P),,"1. surat pernyataan
2. ktp
3. kartu kredit",T3.1 - CDD(CLL FE),1.0,7.0,CDD - Coll Card & Digital Lending - FE,,,,,,,,,,7.0,,,,,,,,,8.0,7.0,KKD-CLL-FE,,,,,,,,,,,,,,,,,6400
6401,TRUE,FALSE,"Nasabah meminta dihubungi oleh collection
Alasan :
Keterangan alamat kantor/rumah/nomor telpon yang baru :
Copy screen PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket 30 & 60 DPD (Blok C/D),,"1. surat pernyataan
2. ktp
3. kartu kredit",T3.1 - CDD(CLL MR),1.0,8.0,CDD - Coll Card & Digital Lending - MR,,,,,,,,,,8.0,,,,,,,,,9.0,8.0,KKD-CLL-MR,,,,,,,,,,,,,,,,,6401
6402,TRUE,FALSE,"Nasabah meminta dihubungi oleh collection
Alasan :
Keterangan alamat kantor/rumah/nomor telpon yang baru :
Copy screen PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket 90-150 DPD (Blok E),,"1. surat pernyataan
2. ktp
3. kartu kredit",T3.1 - CDD(CLL HC),1.0,9.0,CDD - Coll Card & Digital Lending - HC,,,,,,,,,,9.0,,,,,,,,,10.0,9.0,KKD-CLL-HC,,,,,,,,,,,,,,,,,6402
6403,TRUE,FALSE,"Nasabah meminta dihubungi oleh collection
Alasan :
Keterangan alamat kantor/rumah/nomor telpon yang baru :
Copy screen PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket >150 DPD (Blok W/Z),,"1. surat pernyataan
2. ktp
3. kartu kredit",T3.1 - CDD(CLL FE),1.0,10.0,CDD - Coll Card & Digital Lending - FE,,,,,,,,,,10.0,,,,,,,,,11.0,10.0,KKD-CLL-FE,,,,,,,,,,,,,,,,,6403
7101,TRUE,FALSE,"Nasabah meminta perhitungan bunga
Lembar tagihan bulan :
Nominal bunga :
Alamat email/ nomor fax :
Mohon bantuannya untuk diproses. Terima kasih",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Perhitungan Bunga Transaksi Kartu Kredit,,,"T3.1 - CDD(SPD SCD), T3.2 - CDD(OPE ITEM), T3.3 - CDD(ACU UserCo), T4.1 - CRS",1.0,2.0,CDD - Strgy&Prod Credit Card&Dgtl Lend,4.0,CDD - Business Operation Team - ITEM,3.0,CDD - ACU - UserCo,,,,,,2.0,4.0,3.0,1.0,,,,,,11.0,10.0,KKD-PBK-KKPBK,,,,,,,,,,,,,,,,,7101
7200,TRUE,FALSE,"Nasabah mengajukan penghapusan IuranTahunan dengan Persyaratan Pendaftaran 2 BILLER
NOMOR KARTU KREDIT :
NAMA SESUAI PCHI :
JENIS PERSYARATAN : AUTO PAYMENT
JENIS REQUEST :
JENIS KARTU :
TAGIHAN BULAN :
TANGGAL :
JUMLAH :
REFERENCE NUMBER :
TGL AUTOPAYMENT :
JUMLAH AUTOPAYMENT :
KET AUTOPAYMENT :
ALASAN PENGAJUAN : CH SDH MEMPUNYAI 2 AUTOPAYMENT



Copy pendebetan Autopayment & PCHI 24 month Profile",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Penghapursan Iuran Tahunan Kartu Kredit,,,T3.1 - CDD(OPE ITEM),1.0,3.0,CDD - Business Operation Team - ITEM,,,,,,,,,,3.0,,,,,,,,,4.0,3.0,KKD-OPS-ITEM,,,,,,,,,,,,,,,,,7200
7201,TRUE,FALSE,"Nasabah mengajukan Penghapusan Denda Keterlambatan
Tagihan bulan : ( b/s cycle )
Nominal : Rp . …
Alasan pengajuan : ...
Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
Tolong bantuannya untuk tindak lanjut.
Terima kasih.
Copy month profile
Copy biaya yang dimaksud

(Cantumkan juga nominal atau total nominal pada kolom nominal)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Penghapusan Denda Keterlambatan Pembayaran Kartu Kredit,,,T3.1 - CDD(OPE ITEM),1.0,5.0,CDD - Business Operation Team - ITEM,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,KKD-OPS-DELIVERY,,,,,,,,,,,,,,,,,7201
7202,TRUE,FALSE,"Nasabah mengajukan penghapusan IuranTahunan dengan Persyaratan Jumlah Transaksi atau Sales Volume :
NOMOR KARTU KREDIT
NAMA SESUAI PCHI
JENIS PERSYARATAN
JENIS REQUEST
JENIS KARTU
TAGIHAN BULAN
TANGGAL
JUMLAH
REFERENCE NUMBER
PCHC TRX
PCHC SLV
ALASAN PENGAJUAN
HYSTORY KARTU

Nasabah mengajukanpenghapusanIuranTahunan dengan Persyaratan Pendaftaran 2 BILLER
JENIS PERSYARATAN
JENIS REQUEST
JENIS KARTU
TAGIHAN BULAN
TANGGAL
JUMLAH
REFERENCE NUMBER
TGL AUTOPAYMENT
JUMLAH AUTOPAYMENT
KET AUTOPAYMENT
ALASAN PENGAJUAN

Pengajuan Penghapusan Bunga
Nasabah mengajukan Penghapusan Bunga
Tagihan bulan : ( b/s cycle )
Nominal : Rp . …
Alasan pengajuan : ...
Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
Tolong bantuannya untuk tindak lanjut.
Terima kasih.
Copy month profile
Copy biaya yang dimaksud

(Cantumkan juga nominal atau total nominal pada kolom nominal)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Penghapusan Biaya Over Limit,,,T3.1 - CDD(OPE ITEM),1.0,5.0,CDD - Business Operation Team - ITEM,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,KKD-OPS-ITEM,,,,,,,,,,,,,,,,,7202
7203,TRUE,FALSE,"Nasabah mengajukan Penghapusan Bunga
Tagihan bulan : ( b/s cycle )
Nominal : Rp . …
Alasan pengajuan : ...
Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
Tolong bantuannya untuk tindak lanjut.
Terima kasih.
Copy month profile
Copy biaya yang dimaksud

(Cantumkan juga nominal atau total nominal pada kolom nominal)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Penghapusan Bunga Kartu Kredit,,,T3.1 - CDD(OPE ITEM),1.0,5.0,CDD - Business Operation Team - ITEM,,,,,,,,,,5.0,,,,,,,,,6.0,5.0,KKD-OPS-MSU,,,,,,,,,,,,,,,,,7203
