No,Case Types,Active,User Grouping_New,Segment,Product,Sub Product,Case Category,Old Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Agent SCC,Eskalasi Team 1 Full,Eskalasi Team 2 Full,Eskalasi Team 3 Full,Eskalasi Team 4 Full,Agent CCT/Frontliner,OLA Eskalasi team 1,OLA Eskalasi team 2,OLA Eskalasi team 3,OLA Eskalasi team 4,Total SLA,New SLA,Detail BRICare,external_id,Unnamed: 28
74,2802,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Autodebet di Kartu Kredit (Pembayaran tagihan kartu kredit dari tabungan),Nasabah Komplain Pembayaran Auto Debet Kartu Kredit dari Tabungan Tidak Berhasil,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - LKK,CDD - Business Operation Team - ITEM,,,1.0,2.0,1.0,,,4,3,"Nasabah mengajukan complain autodebet ( tidak didebet/ terdebet …. Kali )
 Nomer Rekening :
 Atas Nama :
 Jenis pembayaran :minimum/full payment
 Catat informasi dari nasabah (saldo tersedia/tidak)
 Mohon ditindaklanjuti terima kasih
 Copy month profile",2802,
75,2804,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Autopayment di Kartu Kredit ( Gagal autopayment),Nasabah Komplain Pembayaran Autopayment Kartu Kredit Tidak Berhasil,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - ITEM,,,,1.0,3.0,,,,4,3,"Nasabah melaporkan gagal autopayment
 Jenis autopayment :
 Nomer id pelanggan :
 Jumlah :
 Atas Nama :
 Tanggal cetak tagihan yang akan dibayarkan :
 Keterangan:
 Mohon ditindaklanjuti
 Copy month profile",2804,
76,3100,TRUE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Informasi Penutupan Kartu Kredit,"Nasabah Menanyakan Terkait Cara, Syarat & Ketentuan Penutupan Kartu Kredit",0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Nasabah menanyakan cara penutupan kartu kredit
 Alasan tutup kartu kredit :
 Saran/edukasi/probing yang disampaikan :
 Copy month profile & cur bal",3100,
77,3200,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Penutupan Kartu Kredit Tambahan,Nasabah Mengajukan Penutupan Kartu Kredit Tambahan,0.0,,0.0,,Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,2.0,,,,3,2,"Nasabah mengajukan penutupan kartu kredit tambahan
 Alaan tutup kartu kredit :
 Probing yang dilakukan : …..
 
 Cantumkan alamat E-mail yang terdaftar (jika nasabah meminta surat keterangan Lunas atau surat penutupan Kartu).
 
 Mohon tindaklanjut
 Copy month profile & cur bal",3200,
78,3202,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Permintaan Penutupan Kartu Kredit tanpa Anti Attrition, tidak ada tagihan",Nasabah Mengajukan Penutupan Kartu Kredit Tanpa Ada Tagihan,0.0,,0.0,,Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,1.0,,,,2,1,"Nasabah mengajukan penutupan kartu kredit
 Alasan tutup kartu kredit
 Saran/edukasi/probing yang sudah disampaikan: …..
 
 Cantumkan alamat E-mail yang terdaftar (jika nasabah meminta surat keterangan Lunas atau surat penutupan Kartu).
 
 Mohon tindaklanjut
 Copy month profile & cur bal",3202,
79,3203,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Permintaan Penutupan Kartu Kredit tanpa Anti Attrition, ada tagihan","Nasabah Mengajukan Penutupan Kartu Kredit, Namun Ada Tagihan",0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - ITEM,CDD - Clf-1 Credit Card Init - DATAM,,,1.0,5.0,2.0,,,8,7,"Nasabah mengajukan penutupan kartu kredit
 Alasan tutup kartu kredit
 Sudah sarankan/edukasi/probing : …..
 
 Cantumkan alamat E-mail yang terdaftar (jika nasabah meminta surat keterangan Lunas atau surat penutupan Kartu).
 
 Mohon tindaklanjut
 Copy month profile & cur bal",3203,
80,3204,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Permintaan Penutupan Kartu Kredit tanpa Anti Attrition (tidak ada tagihan, ada Asuransi)",Nasabah Mengajukan Penutupan Kartu Kredit Namun Masih Terdaftar Asuransi,0.0,,0.0,,Agent CCT/Frontliner,CDD - Strgy&Prod Credit Card&Dgtl Lend,CDD - Clf-1 Credit Card Init - DATAM,,,1.0,8.0,2.0,,,11,10,"Nasabah mengajukan penutupan kartu kredit
 Alasan tutup kartu kredit
 Sudah sarankan/edukasi/probing : …..
 Nomor telpon Nsb yg dapat dihubungi atau Ch keberatan dihubungi kembali karena ….
 
 Cantumkan alamat E-mail yang terdaftar (jika nasabah meminta surat keterangan Lunas atau surat penutupan Kartu).
 
 Mohon tindaklanjut
 Copy month profile & cur bal",3204,
81,3205,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Permintaan Penutupan Kartu Kredit tanpa Anti Attrition (ada tagihan, ada asuransi)",Nasabah Mengajukan Penutupan Kartu Kredit Namun Masih Terdaftar Asuransi dan Ada Tagihan,0.0,,0.0,,Agent CCT/Frontliner,CDD - Strgy&Prod Credit Card&Dgtl Lend,CDD - Clf-1 Credit Card Init - DATAM,,,1.0,8.0,2.0,,,11,10,"Nasabah mengajukan penutupan kartu kredit
 Alasan tutup kartu kredit
 Sudah sarankan/edukasi/probing : …..
 
 Cantumkan alamat E-mail yang terdaftar (jika nasabah meminta surat keterangan Lunas atau surat penutupan Kartu).
 
 Mohon tindaklanjut
 Copy month profile & cur bal",3205,
82,4200,TRUE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Request,Informasi dan Permintaan Pin baru Kartu Kredit,Nasabah Mengajukan PIN Baru Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Nasabah pengajuan PIN
 Alasan pengajuan PIN :
 Respon di WBS :
 User WBS yang digunakan :
 Copy Month Profile (PCHI)
 Copy status pengajuan PIN dari PCMH (untuk pin mailer)",4200,
83,4201,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Copy Billing Statement Kartu Kredit,Nasabah Mengajukan Copy Billing Statement Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - Delivery,SCC - Customer Resolution ,,,1.0,1.0,4.0,,,6,5,"Nasabah melakukan permintaan Copy BS
 Alasan :
 Periode bulan :
 Alamat email/ nomor fax :
 Salin status kartu kredit (screen PCHI)",4201,
84,4202,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cetak Kartu Kredit Baru,Nasabah Mengajukan Pencetakan Kartu Kredit Baru Karena Perubahan BIN atau Salah Nama,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,3.0,,,,4,3,"Merujuk TT (calltype 4203 perubahan data) :
 Mohon bantuan untuk penggantian kartu kredit karena nasabah sudah resign dari BRI
 Alamat pengiriman baru :
 Email nasabah :
 Terima kasih.
 
 Salin status kartu kredit (month profile, screen PCHI)",4202,
85,4203,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Perubahan Data Nasabah Kartu Kredit,Nasabah Mengajukan Perubahan Data Nasabah Kartu Kredit,1.0,"1. Alamat Rumah/Kantor
2. NPWP
3. No TLP Rumah/Kantor
4. No TLP Emergency Contact
5. Emergency Contact Name",0.0,,Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,3.0,,,,4,3,"Nasabah mengajukan penggantian alamat kantor/rumah karena ….
 
 Alamat kantor/rumah lama:
 Alamat kantor/rumah baru:
 Nomor telp kantor/rumah baru:
 Alamat email untuk kirim dokumen :
 Alasan diteruskan ke Back Office :
 
 Dokumen yang dibutuhkan foto copy kartu kredit tampak depan, foto copy KTP yang masih berlaku (hapus jika tidak dibutuhkan)
 
 Mohon bantuannya. Terima kasih.
 
 Salin status kartu kredit (month profile, screen PCHI)
 
 Update NPWP
 Nasabah mendaftarkan NPWP dengan nomor : …..
 Salin status kartu kredit (month profile, screen PCHI)
 Salin PCIC (sebelum dan sesudah maintenance)",4203,
86,4204,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Permintaan Perubahan Tanggal Cetak, tgl lahir, Nama Ibu Kandung Nasabah Kartu Kredit","Nasabah Mengajukan Perubahan Tanggal Cetak, Tanggal Lahir, Nama Ibu Kandung, Nomor HP/Nomor Telepon",1.0,"1. Tanggal Cetak, Tanggal Lahir, Nama Ibu Kandung
2. Nomor HP/Telepon",1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Kk/Akta Lahir",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,3.0,,,,4,3,"Nasabah mengajukan penggantian tanggal cycle/ tanggal lahir/ nama ibu kandung
 Alasan ubah tanggal cycle :
 Tanggal lahir/ nama ibu kandung yang di system :
 Tanggal lahir/ nama ibu kandung yang disebutkan:
 Alamat email untuk kirim dokumen :
 Sudah disampaikan untuk kirim dokumen
 Tolong bantuannya untuk tindak lanjut.
 Dokumen yang dibutuhkan : surat pernyataan, foto copy kartu kredit tampak depan, foto copy KTP /paspor yang masih berlaku, akte kelahiran (hapus yang tidak diperlukan)
 Terima kasih.
 
 Salin status kartu kredit (month profile, screen PCHI)",4204,
87,4207,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Perubahan Alamat Penagihan Kartu Kredit (tanpa ubah data),Nasabah Mengajukan Perubahan Alamat Penagihan Kartu Kredit (tanpa ubah data),0.0,,0.0,,Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,3.0,,,,4,3,"Nasabah mengajukan penggantian alamat pengiriman tagihan dari rumah/kantor menjadi rumah/kantor karena ….
 Alamat lama:
 Alamat baru:
 Terima kasih.
 
 Salin status kartu kredit (month profile, screen PCHI)
 Salin screen PCIC (sebelum dan sesudah maintenance)",4207,
88,4208,TRUE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Request,Pendaftaran E-statement untuk Kartu Kredit,Nasabah Mengajukan Pendaftaran E-statement untuk Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Nasabah mengajukan registrasi e-statement
 Alamat email :
 Salin screen PCHI
 Salin screen PCIC (sebelum dan sesudah maintenance)
 
 Nasabah mengajukan perubahan alamat e-statement
 Alamat email lama :
 Alamat email baru :
 Salin Screen PCHI
 Salin screen PCIC (sebelum dan sesudah maintenance)",4208,
89,4211,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pendaftaran Nomor Ponsel Kartu Kredit tambahan untuk Transaksi 3D secure,Nasabah Mengajukan Pendaftaran 3D Secure Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,"CDD - Auth,Chrgbck & UserCo - OTO",,,,1.0,1.0,,,,2,1,"Nasabah mengajukan pendaftaran no Hanphone ke 3d Secure :
 No Handphone CH : ………………………………… (Sesuai cardlink)
 Alasan pendaftaran :
 Sudah dilakukan pengecekan ke Team Leader : (nama TL)
 No handphone belum terdaftar 3d secure
 
 Salin status kartu kredit (month profile, screen PCHI)",4211,
90,4212,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Perubahan alamat dan data nasabah Kartu Kredit melalui Telesales,Nasabah Mengajukan Perubahan Alamat & Data Nasabah Kartu Kredit Melalui Telesales CDD,0.0,,0.0,,Agent CCT/Frontliner,SCC - Contact Center  - Telesales,CDD - Clf-1 Credit Card Init - DATAM,,,1.0,3.0,,,,4,3,xxx,4212,
91,4213,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Perubahan Data Nasabah kartu Kredit Penghasilan < 10 Juta,Nasabah Mengajukan Perubahan Data Gaji / Penghasilan,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Slip Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,3.0,,,,4,3,"Nasabah mengajukan perubahan data penghasilan
 Alasan:
 
 Alamat email untuk kirim dokumen :
 CSR sarankan mengirim dokumen Surat pernyataan perubahan data penghasilan, foto copy kartu kredit tampak depan, foto copy KTP, data penghasilan/SPT
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Salin status kartu kredit (month profile, screen PCHI)",4213,
92,4215,TRUE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Terima kode OTP namun tidak melakukan transaksi Kartu Kredit,Nasabah/Non-Nasabah BRI Melaporkan Terima OTP Namun Tidak Melakukan Transaksi,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Nasabah infokan menerima kode OTP namun tidak merasa melakukan transaksi.
 
 Detail Transaksi:
 
 Agent sudah infokan:",4215,
93,4216,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Tidak terima sms/email Notifikasi kartu Kredit,Nasabah Komplain Tidak Terima SMS/Email Notifikasi Transaksi Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,"CDD - Auth,Chrgbck & UserCo - OTO",,,,1.0,1.0,,,,2,1,"Ch komplain tidak terima sms/email notifikasi
 alamat email :
 No hp :
 tanggal transaksi :
 Nama merchant :
 Nominal transaksi :
 sejak kapan tidak terima sms/email notifikasi :
 Apakah sebelumnya pernah terima sms notifikasi : ( tidak pernah/kadang2 terima notifikasi)
 
 Informasi tambahan :
 Untuk kartu kredit BRI JCB Platinum saat ini belum dapat menerima sms notifikasi.
 Solusi tambahan :
 ""Notifikasi transaksi kartu kredit bisa diterima juga apabila Bapak/Ibu sudah menggunakan aplikasi BRI Credit Card Mobile""",4216,
94,4218,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Tunggalisasi CIF KK-BRImo ( Complain terkait penggunaan CC sebagai sumber dana QRIS ),Nasabah Mengajukan Pendaftaran Kartu Kredit Sebagai Metode Pembayaran QRIS di BRImo,0.0,,0.0,,Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,3.0,,,,4,3,"Nasabah melaporkan kartu kredit BRI belum terdaftar di aplikasi BRImo
 
 Data kartu kredit nasabah dengan data rekening sudah match namun belum tidak muncul di BRImo :
 No Customer Number KK : (Cek di PCIH dengan tulisan CUST NUMBER 001)
 No CIF :
 No. Rekening Simpanan BRI :
 User ID BRImo :
 Nomor KTP di cardlink :
 DOB di Cardlink :
 Nomor KTP di Rekening :
 DOB di di Rekening :
 
 Mohon tindaklanjut, terima kasih.
 (Copy 24 month Profile PCHI)",4218,
95,4304,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Komplain Akurasi Jumlah Tagihan (produk kartu kredit),Nasabah Komplain Jumlah Tagihan Kartu Kredit Tidak Akurat,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - ITEM,,,,1.0,6.0,,,,7,6,"Nasabah menyakan Akurasi Jumlah tagihan
 Tagihan bulan : ... ( b/s cycle )
 Alasan:
 
 Copy PCHI",4304,
96,4305,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Pengiriman Kartu Kredit,Nasabah Komplain Kartu Kredit Belum Diterima,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - Delivery,,,,1.0,10.0,,,,11,10,"Nasabah melaporkan belum terima kartu baru/perpanjangan/pergantian
 Informasi pengiriman :
 Alamat pengiriman :
 Mohon bantuannya. Terima kasih
 
 Copy status pengiriman dari aplikasi DTS
 Copy PCHI",4305,
97,5100,TRUE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,"Informasi Tagihan, Status Pembayaran, Sisa limit, Fee, Bunga, Late Charge Kartu Kredit",Nasabah Menanyakan Informasi Terkait Transaksi & Limit Kartu Kredit,1.0,"1. Tagihan
2. Status Pembayaran
3. Sisa limit
4. Bunga
5. Biaya Denda Keterlambatan
6. Biaya Tahunan
7. Biaya Lainnya",0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Nasabah menanyakan biaya/bunga/late charge ……
 Informasi yang diberikan :
 Copy PCHI
 
 Nasabah melakukan pembayaran tagihan KK BRI
 Tagihan bulan : … ( b/s cycle )
 Tanggal : …
 Nominal : Rp. …
 Melalui : ( sms banking, terminal ATM, teller )
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Salin screen PCHI (screen yang menunjukkan pembayaran terakhir)
 
 Nasabah menanyakan tagihan /sisa limit.......
 Ket :
 Copy PCHI",5100,
98,5200,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Kenaikan Limit Tetap Kartu Kredit,Nasabah Mengajukan Kenaikan Limit Tetap Kartu Kredit,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Npwp
5. Silp Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,5.0,,,,6,5,"(untuk Non Pekerja BRI)
 
 Nasabah mengajukan kenaikan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Data pekerjaan terbaru :
 Jabatan :
 Alamat kantor/nomor telpon kantor :
 Hi – Balance : ....
 Alamat email untuk kirim dokumen :
 Keterangan tambahan:
 
 Nasabah setuju dengan biaya penggantian kartu/biaya naik limit dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai)
 CSR sarankan kirim dokumen (pilih salah satu sesuai)
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 
 Copy month profile dari PCHI
 
 ( untuk pekerja BRI)
 Nasabah mengajukan kenaikan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajua : Rp. ....
 Alasan pengajuan : ...
 Grade :
 Jabatan :
 Lama bekerja :
 Unit kerja saat ini :
 alamat rumah :
 nomor telepon/ handphone yang dapat dihubungi
 nomor NPWP :
 Hi – Balance : ....
 Keterangan tambahan:
 CSR sarankan kirim dokumen slip gaji (jika tidak dibutuhkan maka dihapus)
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 
 Copy month profile dari PCHI",5200,
99,5201,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Penurunan Limit Tetap Kartu Kredit,Nasabah Mengajukan Penurunan Limit Kartu Kredit,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Npwp
5. Silp Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,4.0,,,,5,4,"(untuk Non Pekerja BRI)
 Nasabah mengajukan penurunan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Data pekerjaan terbaru :
 Jabatan :
 Alamat kantor/nomor telpon kantor :
 Hi – Balance : ....
 Alamat email untuk kirim dokumen :
 Keterangan tambahan:
 
 Nasabah setuju dengan biaya penggantian kartu (jika kartu berubah dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai)
 Agent sarankan kirim dokumen (pilih salah satu sesuai)
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI
 
 ( untuk pekerja BRI)
 
 Nasabah mengajukan penurunan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Grade :
 Jabatan :
 Lama bekerja :
 Unit kerja saat ini :
 alamat rumah :
 nomor telepon/ handphone yang dapat dihubungi :
 nomor NPWP :
 Hi – Balance : ....
 Keterangan tambahan:
 
 Nasabah setuju dengan biaya penggantian kartu (jika menyebabkan pergantian kartu kredit)
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI",5201,
100,5202,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Kenaikan Limit Sementara Kartu Kredit,Nasabah Mengajukan Kenaikan Limit Sementara Kartu Kredit,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Npwp
5. Silp Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,5.0,,,,6,5,"(untuk Non Pekerja BRI)
 
 Nasabah mengajukan kenaikan limit sementara KK BRI
 
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Data pekerjaan terbaru :
 Jabatan :
 Alamat kantor/nomor telpon kantor :
 Hi – Balance : ....
 Keterangan tambahan :
 Nasabah setuju dengan biaya naik limit
 Agent sarankan kirim dokumen (pilih salah satu yang sesuai)
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI
 
 ( untuk pekerja BRI)
 
 Nasabah mengajukan kenaikan limit sementara KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Grade :
 Jabatan :
 Lama bekerja :
 Unit kerja saat ini :
 alamat rumah :
 nomor telepon/ handphone yang dapat dihubungi
 nomor NPWP :
 Hi – Balance : ....
 Keterangan tambahan:
 Nasabah setuju dengan Biaya naik limit
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI",5202,
101,5203,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Permintaan Kenaikan Instan Limit Instan (Hospital, Ticketing, Restoran, Hotel)","Nasabah Mengajukan Kenaikan Limit Instan Kartu Kredit (Hospital, Ticketing, Restoran, Hotel)",0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Npwp
5. Silp Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,5.0,,,,6,5,"a. Jika nasabah merupakan karyawan BRI 
 
 Nasabah mengajukan kenaikan limit sementara KK BRI 
 Limit kredit nasabah saat ini : Rp. ... 
 Pengajua limit yang diajukan : Rp. .... 
 Alasan pengajuan : ... 
 Grade : 
 Jabatan : 
 Lama bekerja : 
 Unit kerja saat ini : 
 alamat rumah : 
 nomor telepon/ handphone yang dapat dihubungi : 
 nomor NPWP : 
 Pengajuan yang diajukan : Bulan 
 Hi – Balance : .... 
 
 Keterangan tambahan: 
 CSR sarankan kirim dokumen slip gaji (jika tidak dibutuhkan maka dihapus) 
 Mohon bantuannya untuk tindak lanjut. Terima kasih 
 
 Copy month profile dari PCHI 
 
 b. Jika nasabah merupakan NON karyawan BRI 
 
 Nasabah mengajukan kenaikan limit sementara KK BRI 
 Limit kredit nasabah saat ini : Rp. ... 
 Pengajua limit yang diajukan : Rp. .... 
 Alasan pengajuan : ... 
 Data pekerjaan terbaru : 
 Jabatan : 
 Alamat kantor : 
 nomor telpon kantor : 
 Pengajuan yang diajukan : Bulan 
 Hi – Balance : .... 
 Alamat email untuk kirim dokumen : 
 Keterangan tambahan: 
 
 Nasabah setuju dengan biaya penggantian kartu atau biaya naik limit dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai) 
 
 Agent sudah sampaikan dokumen yang perlu dilampirkan (pilih salah satu sesuai) : 
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP  
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP 
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih 
 
 Copy month profile dari PCHI",5203,
102,5205,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Kenaikan Limit Kartu Kredit khusus Restrukturisasi,Unit Kerja Mengajukan Kenaikan Limit Kartu Kredit Khusus untuk Restrukturisasi,0.0,,0.0,,Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,3.0,,,,4,3,xxx,5205,
103,5300,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Limit Kartu Kredit Terlalu Kecil (permintaan untuk kenaikan limit),Nasabah Komplain Limit Kartu Kredit Terlalu Kecil,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Npwp
5. Silp Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,5.0,,,,6,5,"Nasabah melaporkan limit terlalu kecil
 Limit saat ini :
 Limit yang diajukan :
 Hi – Balance
 Keterangan lain : (limit kartu kredit Bank xxxx sebesar …..)
 Mohon bantuannya untuk ditindaklanjuti
 Copy PCHI",5300,
104,5400,TRUE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Platform & Device Support,Informasi Aplikasi Credit Card Mobile,"Nasabah Menanyakan Cara, Syarat & Ketentuan Penggunaan BRI Credit Card Mobile",1.0,"1. Cara Registrasi
2. Cara Penggunaan
3. Dll",0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Nasabah menanyakan informasi BRI Credit Card Mobile …..:
 Informasi di library : …………….",5400,
105,5401,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Platform & Device Support,Complain Aplikasi Credit Card Mobile,Nasabah Komplain Terkait Penggunaan Aplikasi BRI Credit Card Mobile (BCCM),0.0,,0.0,,Agent CCT/Frontliner,CDD - Strgy&Prod Credit Card&Dgtl Lend,,,,1.0,2.0,,,,3,2,"Nasabah komplain BRI Credit Card Mobile : …..
 User name
 Type ponsel :
 Nomor ponsel :
 Sistem Android/iOS :
 Respon gagal
 Versi aplikasi yg sedang digunakan
 
 Mohon bantuan untuk tindak lanjut. Terima kasih
 Copas profile pchi",5401,
106,6100,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Surat Lunas Kolektibilitas Lancar untuk Kartu Kredit,Nasabah Mengajukan Surat Lunas Kolektibilitas Lancar untuk Kartu Kredit,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit",Agent CCT/Frontliner,CDD - Business Monitoring&Perform - MIS,,,,1.0,8.0,,,,9,8,"Nasabah meminta surat pelunasan
 Alasan
 Alamat email/ nomor fax:
 Agent sarankan kirim dokumen surat permohonan, fotocopy KTP dan kartu kredit
 
 Mohon bantuannya. Terima kasih.
 
 Copy PCHI
 
 Nasabah meminta surat penutupan kartu
 Alasan
 Mohon bantuannya. Terima kasih.
 
 Copy PCHI",6100,
