No,Case Types,Active,User Grouping_New,Segment,Product,Sub Product,Case Category,Old Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Agent SCC,Eskalasi Team 1 Full,Eskalasi Team 2 Full,Eskalasi Team 3 Full,Eskalasi Team 4 Full,Agent CCT/Frontliner,OLA Eskalasi team 1,OLA Eskalasi team 2,OLA Eskalasi team 3,OLA Eskalasi team 4,Total SLA,New SLA,New SLA.1,Unnamed: 27,Detail BRICare,external_id
87.0,4207,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Perubahan Alamat Penagihan Kartu Kredit (tanpa ubah data),Nasabah Mengajukan Perubahan Alamat Penagihan Kartu Kredit (tanpa ubah data),0.0,,0.0,,Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,3.0,,,,4,3.0,3.0,match,"Nasabah mengajukan penggantian alamat pengiriman tagihan dari rumah/kantor menjadi rumah/kantor karena ….
 Alamat lama:
 Alamat baru:
 Terima kasih.
 
 Salin status kartu kredit (month profile, screen PCHI)
 Salin screen PCIC (sebelum dan sesudah maintenance)",4207
88.0,4208,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Request,Pendaftaran E-statement untuk Kartu Kredit,Nasabah Mengajukan Pendaftaran E-statement untuk Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,"Nasabah mengajukan registrasi e-statement
 Alamat email :
 Salin screen PCHI
 Salin screen PCIC (sebelum dan sesudah maintenance)
 
 Nasabah mengajukan perubahan alamat e-statement
 Alamat email lama :
 Alamat email baru :
 Salin Screen PCHI
 Salin screen PCIC (sebelum dan sesudah maintenance)",4208
89.0,4211,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pendaftaran Nomor Ponsel Kartu Kredit tambahan untuk Transaksi 3D secure,Nasabah Mengajukan Pendaftaran 3D Secure Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,"CDD - Auth,Chrgbck & UserCo - OTO",,,,1.0,1.0,,,,2,1.0,1.0,match,"Nasabah mengajukan pendaftaran no Hanphone ke 3d Secure :
 No Handphone CH : ………………………………… (Sesuai cardlink)
 Alasan pendaftaran :
 Sudah dilakukan pengecekan ke Team Leader : (nama TL)
 No handphone belum terdaftar 3d secure
 
 Salin status kartu kredit (month profile, screen PCHI)",4211
90.0,4212,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Perubahan alamat dan data nasabah Kartu Kredit melalui Telesales,Nasabah Mengajukan Perubahan Alamat & Data Nasabah Kartu Kredit Melalui Telesales CDD,0.0,,0.0,,Agent CCT/Frontliner,SCC - Contact Center  - Telesales,CDD - Clf-1 Credit Card Init - DATAM,,,1.0,3.0,,,,4,3.0,3.0,match,xxx,4212
91.0,4213,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Perubahan Data Nasabah kartu Kredit Penghasilan < 10 Juta,Nasabah Mengajukan Perubahan Data Gaji / Penghasilan,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Slip Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,3.0,,,,4,3.0,3.0,match,"Nasabah mengajukan perubahan data penghasilan
 Alasan:
 
 Alamat email untuk kirim dokumen :
 CSR sarankan mengirim dokumen Surat pernyataan perubahan data penghasilan, foto copy kartu kredit tampak depan, foto copy KTP, data penghasilan/SPT
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Salin status kartu kredit (month profile, screen PCHI)",4213
92.0,4215,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Terima kode OTP namun tidak melakukan transaksi Kartu Kredit,Nasabah/Non-Nasabah BRI Melaporkan Terima OTP Namun Tidak Melakukan Transaksi,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,"Nasabah infokan menerima kode OTP namun tidak merasa melakukan transaksi.
 
 Detail Transaksi:
 
 Agent sudah infokan:",4215
93.0,4216,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Tidak terima sms/email Notifikasi kartu Kredit,Nasabah Komplain Tidak Terima SMS/Email Notifikasi Transaksi Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,"CDD - Auth,Chrgbck & UserCo - OTO",,,,1.0,1.0,,,,2,1.0,1.0,match,"Ch komplain tidak terima sms/email notifikasi
 alamat email :
 No hp :
 tanggal transaksi :
 Nama merchant :
 Nominal transaksi :
 sejak kapan tidak terima sms/email notifikasi :
 Apakah sebelumnya pernah terima sms notifikasi : ( tidak pernah/kadang2 terima notifikasi)
 
 Informasi tambahan :
 Untuk kartu kredit BRI JCB Platinum saat ini belum dapat menerima sms notifikasi.
 Solusi tambahan :
 ""Notifikasi transaksi kartu kredit bisa diterima juga apabila Bapak/Ibu sudah menggunakan aplikasi BRI Credit Card Mobile""",4216
94.0,4218,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Tunggalisasi CIF KK-BRImo ( Complain terkait penggunaan CC sebagai sumber dana QRIS ),Nasabah Mengajukan Pendaftaran Kartu Kredit Sebagai Metode Pembayaran QRIS di BRImo,0.0,,0.0,,Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,3.0,,,,4,3.0,3.0,match,"Nasabah melaporkan kartu kredit BRI belum terdaftar di aplikasi BRImo
 
 Data kartu kredit nasabah dengan data rekening sudah match namun belum tidak muncul di BRImo :
 No Customer Number KK : (Cek di PCIH dengan tulisan CUST NUMBER 001)
 No CIF :
 No. Rekening Simpanan BRI :
 User ID BRImo :
 Nomor KTP di cardlink :
 DOB di Cardlink :
 Nomor KTP di Rekening :
 DOB di di Rekening :
 
 Mohon tindaklanjut, terima kasih.
 (Copy 24 month Profile PCHI)",4218
95.0,4304,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Komplain Akurasi Jumlah Tagihan (produk kartu kredit),Nasabah Komplain Jumlah Tagihan Kartu Kredit Tidak Akurat,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - ITEM,,,,1.0,6.0,,,,7,6.0,6.0,match,"Nasabah menyakan Akurasi Jumlah tagihan
 Tagihan bulan : ... ( b/s cycle )
 Alasan:
 
 Copy PCHI",4304
96.0,4305,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Pengiriman Kartu Kredit,Nasabah Komplain Kartu Kredit Belum Diterima,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - Delivery,,,,1.0,10.0,,,,11,10.0,10.0,match,"Nasabah melaporkan belum terima kartu baru/perpanjangan/pergantian
 Informasi pengiriman :
 Alamat pengiriman :
 Mohon bantuannya. Terima kasih
 
 Copy status pengiriman dari aplikasi DTS
 Copy PCHI",4305
97.0,5100,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,"Informasi Tagihan, Status Pembayaran, Sisa limit, Fee, Bunga, Late Charge Kartu Kredit",Nasabah Menanyakan Informasi Terkait Transaksi & Limit Kartu Kredit,1.0,"1. Tagihan
2. Status Pembayaran
3. Sisa limit
4. Bunga
5. Biaya Denda Keterlambatan
6. Biaya Tahunan
7. Biaya Lainnya",0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,"Nasabah menanyakan biaya/bunga/late charge ……
 Informasi yang diberikan :
 Copy PCHI
 
 Nasabah melakukan pembayaran tagihan KK BRI
 Tagihan bulan : … ( b/s cycle )
 Tanggal : …
 Nominal : Rp. …
 Melalui : ( sms banking, terminal ATM, teller )
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Salin screen PCHI (screen yang menunjukkan pembayaran terakhir)
 
 Nasabah menanyakan tagihan /sisa limit.......
 Ket :
 Copy PCHI",5100
98.0,5200,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Kenaikan Limit Tetap Kartu Kredit,Nasabah Mengajukan Kenaikan Limit Tetap Kartu Kredit,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Npwp
5. Silp Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,5.0,,,,6,5.0,5.0,match,"(untuk Non Pekerja BRI)
 
 Nasabah mengajukan kenaikan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Data pekerjaan terbaru :
 Jabatan :
 Alamat kantor/nomor telpon kantor :
 Hi – Balance : ....
 Alamat email untuk kirim dokumen :
 Keterangan tambahan:
 
 Nasabah setuju dengan biaya penggantian kartu/biaya naik limit dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai)
 CSR sarankan kirim dokumen (pilih salah satu sesuai)
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 
 Copy month profile dari PCHI
 
 ( untuk pekerja BRI)
 Nasabah mengajukan kenaikan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajua : Rp. ....
 Alasan pengajuan : ...
 Grade :
 Jabatan :
 Lama bekerja :
 Unit kerja saat ini :
 alamat rumah :
 nomor telepon/ handphone yang dapat dihubungi
 nomor NPWP :
 Hi – Balance : ....
 Keterangan tambahan:
 CSR sarankan kirim dokumen slip gaji (jika tidak dibutuhkan maka dihapus)
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 
 Copy month profile dari PCHI",5200
99.0,5201,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Penurunan Limit Tetap Kartu Kredit,Nasabah Mengajukan Penurunan Limit Kartu Kredit,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Npwp
5. Silp Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,4.0,,,,5,4.0,4.0,match,"(untuk Non Pekerja BRI)
 Nasabah mengajukan penurunan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Data pekerjaan terbaru :
 Jabatan :
 Alamat kantor/nomor telpon kantor :
 Hi – Balance : ....
 Alamat email untuk kirim dokumen :
 Keterangan tambahan:
 
 Nasabah setuju dengan biaya penggantian kartu (jika kartu berubah dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai)
 Agent sarankan kirim dokumen (pilih salah satu sesuai)
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI
 
 ( untuk pekerja BRI)
 
 Nasabah mengajukan penurunan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Grade :
 Jabatan :
 Lama bekerja :
 Unit kerja saat ini :
 alamat rumah :
 nomor telepon/ handphone yang dapat dihubungi :
 nomor NPWP :
 Hi – Balance : ....
 Keterangan tambahan:
 
 Nasabah setuju dengan biaya penggantian kartu (jika menyebabkan pergantian kartu kredit)
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI",5201
100.0,5202,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Kenaikan Limit Sementara Kartu Kredit,Nasabah Mengajukan Kenaikan Limit Sementara Kartu Kredit,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Npwp
5. Silp Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,5.0,,,,6,5.0,5.0,match,"(untuk Non Pekerja BRI)
 
 Nasabah mengajukan kenaikan limit sementara KK BRI
 
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Data pekerjaan terbaru :
 Jabatan :
 Alamat kantor/nomor telpon kantor :
 Hi – Balance : ....
 Keterangan tambahan :
 Nasabah setuju dengan biaya naik limit
 Agent sarankan kirim dokumen (pilih salah satu yang sesuai)
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI
 
 ( untuk pekerja BRI)
 
 Nasabah mengajukan kenaikan limit sementara KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Grade :
 Jabatan :
 Lama bekerja :
 Unit kerja saat ini :
 alamat rumah :
 nomor telepon/ handphone yang dapat dihubungi
 nomor NPWP :
 Hi – Balance : ....
 Keterangan tambahan:
 Nasabah setuju dengan Biaya naik limit
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI",5202
101.0,5203,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Permintaan Kenaikan Instan Limit Instan (Hospital, Ticketing, Restoran, Hotel)","Nasabah Mengajukan Kenaikan Limit Instan Kartu Kredit (Hospital, Ticketing, Restoran, Hotel)",0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Npwp
5. Silp Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,5.0,,,,6,5.0,5.0,match,"a. Jika nasabah merupakan karyawan BRI 
 
 Nasabah mengajukan kenaikan limit sementara KK BRI 
 Limit kredit nasabah saat ini : Rp. ... 
 Pengajua limit yang diajukan : Rp. .... 
 Alasan pengajuan : ... 
 Grade : 
 Jabatan : 
 Lama bekerja : 
 Unit kerja saat ini : 
 alamat rumah : 
 nomor telepon/ handphone yang dapat dihubungi : 
 nomor NPWP : 
 Pengajuan yang diajukan : Bulan 
 Hi – Balance : .... 
 
 Keterangan tambahan: 
 CSR sarankan kirim dokumen slip gaji (jika tidak dibutuhkan maka dihapus) 
 Mohon bantuannya untuk tindak lanjut. Terima kasih 
 
 Copy month profile dari PCHI 
 
 b. Jika nasabah merupakan NON karyawan BRI 
 
 Nasabah mengajukan kenaikan limit sementara KK BRI 
 Limit kredit nasabah saat ini : Rp. ... 
 Pengajua limit yang diajukan : Rp. .... 
 Alasan pengajuan : ... 
 Data pekerjaan terbaru : 
 Jabatan : 
 Alamat kantor : 
 nomor telpon kantor : 
 Pengajuan yang diajukan : Bulan 
 Hi – Balance : .... 
 Alamat email untuk kirim dokumen : 
 Keterangan tambahan: 
 
 Nasabah setuju dengan biaya penggantian kartu atau biaya naik limit dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai) 
 
 Agent sudah sampaikan dokumen yang perlu dilampirkan (pilih salah satu sesuai) : 
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP  
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP 
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih 
 
 Copy month profile dari PCHI",5203
102.0,5205,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Kenaikan Limit Kartu Kredit khusus Restrukturisasi,Unit Kerja Mengajukan Kenaikan Limit Kartu Kredit Khusus untuk Restrukturisasi,0.0,,0.0,,Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,3.0,,,,4,3.0,3.0,match,xxx,5205
103.0,5300,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Limit Kartu Kredit Terlalu Kecil (permintaan untuk kenaikan limit),Nasabah Komplain Limit Kartu Kredit Terlalu Kecil,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit
4. Npwp
5. Silp Gaji",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - LIMIT,,,,1.0,5.0,,,,6,5.0,5.0,match,"Nasabah melaporkan limit terlalu kecil
 Limit saat ini :
 Limit yang diajukan :
 Hi – Balance
 Keterangan lain : (limit kartu kredit Bank xxxx sebesar …..)
 Mohon bantuannya untuk ditindaklanjuti
 Copy PCHI",5300
104.0,5400,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Platform & Device Support,Informasi Aplikasi Credit Card Mobile,"Nasabah Menanyakan Cara, Syarat & Ketentuan Penggunaan BRI Credit Card Mobile",1.0,"1. Cara Registrasi
2. Cara Penggunaan
3. Dll",0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,"Nasabah menanyakan informasi BRI Credit Card Mobile …..:
 Informasi di library : …………….",5400
105.0,5401,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Platform & Device Support,Complain Aplikasi Credit Card Mobile,Nasabah Komplain Terkait Penggunaan Aplikasi BRI Credit Card Mobile (BCCM),0.0,,0.0,,Agent CCT/Frontliner,CDD - Strgy&Prod Credit Card&Dgtl Lend,,,,1.0,2.0,,,,3,2.0,2.0,match,"Nasabah komplain BRI Credit Card Mobile : …..
 User name
 Type ponsel :
 Nomor ponsel :
 Sistem Android/iOS :
 Respon gagal
 Versi aplikasi yg sedang digunakan
 
 Mohon bantuan untuk tindak lanjut. Terima kasih
 Copas profile pchi",5401
106.0,6100,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Surat Lunas Kolektibilitas Lancar untuk Kartu Kredit,Nasabah Mengajukan Surat Lunas Kolektibilitas Lancar untuk Kartu Kredit,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit",Agent CCT/Frontliner,CDD - Business Monitoring&Perform - MIS,,,,1.0,8.0,,,,9,8.0,8.0,match,"Nasabah meminta surat pelunasan
 Alasan
 Alamat email/ nomor fax:
 Agent sarankan kirim dokumen surat permohonan, fotocopy KTP dan kartu kredit
 
 Mohon bantuannya. Terima kasih.
 
 Copy PCHI
 
 Nasabah meminta surat penutupan kartu
 Alasan
 Mohon bantuannya. Terima kasih.
 
 Copy PCHI",6100
107.0,6101,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Penghapusan Biaya Acct Menunggak (iuran tahunan, denda keterlambatan, interest dan fee lainnya)",Nasabah Menunggak Mengajukan Penghapusan Biaya Kartu Kredit,1.0,"1. Iuran Tahunan
2. Denda Keterlambatan
3. Bunga
4. Biaya lainnya",0.0,,Agent CCT/Frontliner,CDD - Coll Card & Digital Lending - FE,,,,1.0,7.0,,,,8,7.0,7.0,match,"Nasabah mengajukan penghapusan biaya Account Menunggak (iuran tahunan, denda keterlambatan, interest dan fee lainnya)
 
 Alasan :
 Nasabah masih aktif bekerja/tidak :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Alamat email nasabah :
 Dokumen yang akan dikirimkan :
 Surat permohonan nasabah dan/ atau penanggung atau ahli waris,
 Fotocopy KTP Nasabah dan atau penanggung atau ahli waris,
 tagihan yang lain (jika dibutuhkan)
 
 Salin status karut kredit (screen PCHI).",6101
108.0,6102,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Permintaan Surat Keterangan Lunas, Pernah ada Tunggakan",Nasabah Dengan Status Pernah Menunggak Mengajukan Surat Keterangan Lunas,0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit",Agent CCT/Frontliner,CDD - Coll Card & Digital Lending - HC,CDD - Coll Card & Digital Lending - RE,,,1.0,3.0,6.0,,,10,9.0,9.0,match,"Nasabah meminta surat pelunasan
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",6102
109.0,6103,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Surat Penutupan Kartu Kredit,Nasabah Mengajukan Surat Penutupan Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - LKK,,,,1.0,3.0,,,,4,3.0,3.0,match,"Permintaan surat penutupan kartu :
 Nasabah meminta surat penutupan kartu
 Alasan
 Mohon bantuannya. Terima kasih.
 Copy PCHI",6103
110.0,6200,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Ubah Data Namun Kartu Kredit Blok Coll,Nasabah Mengajukan Perubahan Data Kartu Kredit Dengan Keterangan Blok Coll (Blok E/W/Z),0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit",Agent CCT/Frontliner,CDD - Coll Card & Digital Lending - RE,CDD - Clf-1 Credit Card Init - DATAM,,,1.0,7.0,1.0,,,9,8.0,8.0,match,"Nasabah informasikan alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone berubah
 Agent sarankan melakukan pembayaran dan menghubungi kembali H+1 setelah pembayaran
 
 Nasabah informasikan alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone berubah
 
 Alasan :
 alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone lama :
 alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone baru :",6200
111.0,6400,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Acct CPD Xday ( CURR dengan Blok Q ) - (produk kartu kredit),Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Blok Coll CPD Xday (Q/P),0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit",Agent CCT/Frontliner,CDD - Coll Card & Digital Lending - FE,,,,1.0,7.0,,,,8,7.0,7.0,match,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",6400
112.0,6401,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Bucket 30 & 60 DPD,Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket 30 & 60 DPD (Blok C/D),0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit",Agent CCT/Frontliner,CDD - Coll Card & Digital Lending - MR,,,,1.0,8.0,,,,9,8.0,8.0,match,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",6401
113.0,6402,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Bucket 90 - 150 DPD,Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket 90-150 DPD (Blok E),0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit",Agent CCT/Frontliner,CDD - Coll Card & Digital Lending - HC,,,,1.0,9.0,,,,10,9.0,9.0,match,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",6402
114.0,6403,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Acct Write Off status 5 (produk Kartu Kredit),Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket >150 DPD (Blok W/Z),0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit",Agent CCT/Frontliner,CDD - Coll Card & Digital Lending - RE,,,,1.0,10.0,,,,11,10.0,10.0,match,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",6403
115.0,7101,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Perhitungan Bunga Kartu Kredit,Nasabah Mengajukan Perhitungan Bunga Transaksi Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,CDD - Strgy&Prod Credit Card&Dgtl Lend,CDD - Business Operation Team - ITEM,"CDD - Auth,Chrgbck & UserCo - UserCo",SCC - Customer Resolution ,1.0,2.0,4.0,3.0,1.0,11,10.0,10.0,match,"Nasabah meminta perhitungan bunga
 Lembar tagihan bulan :
 Nominal bunga :
 Alamat email/ nomor fax :
 Mohon bantuannya untuk diproses. Terima kasih",7101
116.0,7200,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Iuran Tahunan,Nasabah Mengajukan Penghapusan Iuran Tahunan Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - ITEM,,,,1.0,5.0,,,,6,5.0,5.0,match,"Nasabah mengajukan penghapusan IuranTahunan dengan Persyaratan Pendaftaran 2 BILLER
 NOMOR KARTU KREDIT :
 NAMA SESUAI PCHI :
 JENIS PERSYARATAN : AUTO PAYMENT
 JENIS REQUEST :
 JENIS KARTU :
 TAGIHAN BULAN :
 TANGGAL :
 JUMLAH :
 REFERENCE NUMBER :
 TGL AUTOPAYMENT :
 JUMLAH AUTOPAYMENT :
 KET AUTOPAYMENT :
 ALASAN PENGAJUAN : CH SDH MEMPUNYAI 2 AUTOPAYMENT
 
 
 
 Copy pendebetan Autopayment & PCHI 24 month Profile",7200
117.0,7201,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Denda Keterlambatan,Nasabah Mengajukan Penghapusan Denda Keterlambatan Pembayaran Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - ITEM,,,,1.0,5.0,,,,6,5.0,5.0,match,"Nasabah mengajukan Penghapusan Denda Keterlambatan
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",7201
