Ticket ID;Ticket channel;Assignee ID;Assignee name;Requester ID;Requester name;Ticket subject;Requester created - Timestamp;Ticket created - Timestamp;Ticket solved - Timestamp;Tickets
3199530;Any channel;4,05257E+16;Agent Socmed 1;2,35678E+18;choco_hm;;10/02/23 08.43;10/02/23 08.43;10/02/23 08.45;1
3199535;Any channel;4,05303E+16;Agent Sosmed 2;2,35678E+18;choco_hm;;10/02/23 08.45;10/02/23 08.45;10/02/23 12.29;1
3199537;Any channel;4,05303E+16;Agent Sosmed 2;2,35679E+18;choco_hm;;10/02/23 08.47;10/02/23 08.47;10/02/23 08.49;1
3199538;Twitter;4,05257E+16;Agent Sosmed 3;2,35679E+18;choco_hm;;10/02/23 08.47;10/02/23 08.47;10/02/23 08.48;1
3199542;Twitter;4,05257E+16;Agent Socmed 1;2,35679E+18;choco_hm;;10/02/23 08.47;10/02/23 08.50;10/02/23 09.40;1
3199543;Twitter;4,05257E+16;Agent Sosmed 3;2,35679E+18;choco_hm;;10/02/23 08.47;10/02/23 08.51;10/02/23 09.20;1
3199549;Any channel;4,05303E+16;Agent Sosmed 2;2,3568E+17;choco_hm;;10/02/23 08.54;10/02/23 08.54;10/02/23 10.18;1
3199550;Any channel;4,05303E+16;Agent Sosmed 2;2,35681E+18;choco_hm;;10/02/23 08.54;10/02/23 08.54;10/05/23 20.07;1
3199551;Any channel;4,05303E+16;Agent Sosmed 2;2,35681E+18;choco_hm;;10/02/23 08.54;10/02/23 08.54;10/05/23 18.58;1
3199556;Any channel;4,05303E+16;Agent Sosmed 2;2,35681E+18;choco_hm;;10/02/23 08.56;10/02/23 08.56;10/02/23 09.08;1
3199560;Any channel;4,05257E+16;Agent Sosmed 3;2,35682E+18;choco_hm;;10/02/23 08.57;10/02/23 08.57;10/02/23 11.17;1
3199562;Any channel;4,05303E+16;Agent Sosmed 2;2,35682E+18;choco_hm;;10/02/23 08.59;10/02/23 08.59;10/02/23 16.17;1
3199570;Any channel;4,05303E+16;Agent Sosmed 2;2,35683E+18;choco_hm;;10/02/23 09.01;10/02/23 09.01;10/02/23 09.03;1
3199576;Any channel;4,05303E+16;Agent Sosmed 2;2,35684E+18;choco_hm;;10/02/23 09.02;10/02/23 09.02;10/02/23 09.09;1
3199581;Any channel;4,05257E+16;Agent Sosmed 3;2,35684E+18;choco_hm;;10/02/23 09.04;10/02/23 09.04;10/02/23 09.05;1
3199586;Any channel;4,05257E+16;Agent Sosmed 3;2,35684E+18;choco_hm;;10/02/23 09.04;10/02/23 09.04;10/02/23 09.08;1
3199588;Any channel;4,05257E+16;Agent Sosmed 3;2,35685E+18;choco_hm;;10/02/23 09.06;10/02/23 09.06;10/02/23 09.26;1
3199590;Any channel;4,05257E+16;Agent Sosmed 3;2,35685E+18;choco_hm;;10/02/23 09.06;10/02/23 09.06;10/02/23 19.47;1
3199595;Any channel;4,05303E+16;Agent Sosmed 2;2,35686E+18;choco_hm;;10/02/23 09.08;10/02/23 09.08;10/02/23 09.26;1
3199600;Any channel;4,05303E+16;Agent Sosmed 2;2,35687E+18;choco_hm;;10/02/23 09.11;10/02/23 09.11;10/03/23 18.21;1
3199603;Twitter;4,05303E+16;Agent Sosmed 2;2,35687E+18;choco_hm;;10/02/23 09.12;10/02/23 09.12;10/02/23 17.18;1
3199608;Twitter;4,05303E+16;Agent Sosmed 2;2,35667E+18;choco_hm;;10/02/23 08.03;10/02/23 09.14;10/02/23 09.24;1
3199609;Twitter;4,05257E+16;Agent Socmed 1;2,35679E+18;choco_hm;;10/02/23 08.47;10/02/23 09.14;10/02/23 09.14;1
3199610;Any channel;4,05257E+16;Agent Sosmed 3;2,35688E+18;choco_hm;;10/02/23 09.14;10/02/23 09.14;10/02/23 09.20;1
3199612;Any channel;4,05257E+16;Agent Socmed 1;2,35688E+18;choco_hm;;10/02/23 09.15;10/02/23 09.15;10/03/23 19.15;1
3199614;Any channel;4,05257E+16;Agent Sosmed 3;2,35688E+18;choco_hm;;10/02/23 09.16;10/02/23 09.16;10/02/23 09.26;1
3199615;Any channel;4,05257E+16;Agent Sosmed 3;2,35688E+18;choco_hm;;10/02/23 09.16;10/02/23 09.16;10/02/23 09.26;1
3199616;Twitter;4,05257E+16;Agent Sosmed 3;2,35679E+18;choco_hm;;10/02/23 08.47;10/02/23 09.16;10/02/23 09.21;1
3199617;Any channel;4,05257E+16;Agent Sosmed 3;2,35688E+18;choco_hm;;10/02/23 09.16;10/02/23 09.16;10/02/23 09.19;1
3199618;Any channel;4,05303E+16;Agent Sosmed 2;2,35688E+18;choco_hm;;10/02/23 09.17;10/02/23 09.17;10/02/23 09.18;1
3199619;Twitter;4,05257E+16;Agent Socmed 1;2,35429E+18;choco_hm;;10/01/23 09.34;10/02/23 09.17;10/02/23 09.18;1
3199620;Twitter;4,05257E+16;Agent Sosmed 3;2,35429E+18;choco_hm;;10/01/23 09.34;10/02/23 09.17;10/02/23 09.21;1
3199621;Any channel;4,05257E+16;Agent Sosmed 3;2,35688E+18;choco_hm;;10/02/23 09.16;10/02/23 09.17;10/02/23 09.26;1
3199624;Any channel;4,05303E+16;Agent Sosmed 2;2,35534E+18;choco_hm;;10/01/23 17.04;10/02/23 09.19;10/02/23 09.30;1
3199629;Any channel;4,05303E+16;Agent Sosmed 2;2,3569E+17;choco_hm;;10/02/23 09.21;10/02/23 09.21;10/03/23 18.57;1
3199631;Any channel;4,05303E+16;Agent Sosmed 2;2,3569E+17;choco_hm;;10/02/23 09.22;10/02/23 09.22;10/02/23 09.24;1
3199636;Twitter;4,05257E+16;Agent Socmed 1;2,35691E+18;choco_hm;;10/02/23 09.25;10/02/23 09.25;10/02/23 20.59;1
3199637;Any channel;4,05303E+16;Agent Sosmed 2;2,35691E+18;choco_hm;;10/02/23 09.25;10/02/23 09.25;10/02/23 09.30;1
3199638;Twitter;4,05257E+16;Agent Sosmed 3;2,35679E+18;choco_hm;;10/02/23 08.47;10/02/23 09.25;10/02/23 09.33;1
3199640;Twitter;4,05257E+16;Agent Sosmed 3;2,35691E+18;choco_hm;;10/02/23 09.26;10/02/23 09.26;10/02/23 18.41;1
3199643;Any channel;4,05257E+16;Agent Sosmed 3;2,35691E+18;choco_hm;;10/02/23 09.27;10/02/23 09.27;10/02/23 09.29;1
3199644;Any channel;4,05303E+16;Agent Sosmed 2;2,35692E+18;choco_hm;;10/02/23 09.27;10/02/23 09.27;10/02/23 09.30;1
3199650;Twitter;4,05257E+16;Agent Socmed 1;2,35692E+18;choco_hm;;10/02/23 09.29;10/02/23 09.29;10/02/23 09.32;1
3199651;Twitter;4,05303E+16;Agent Sosmed 2;2,35692E+18;choco_hm;;10/02/23 09.29;10/02/23 09.29;10/02/23 09.30;1
3199659;Any channel;4,05303E+16;Agent Sosmed 2;2,35693E+18;choco_hm;;10/02/23 09.31;10/02/23 09.31;10/02/23 09.32;1
3199665;Any channel;4,05303E+16;Agent Sosmed 2;2,35694E+18;choco_hm;;10/02/23 09.33;10/02/23 09.33;10/02/23 09.38;1
3199667;Any channel;4,05303E+16;Agent Sosmed 2;2,35693E+18;choco_hm;;10/02/23 09.33;10/02/23 09.33;10/02/23 10.55;1
3199675;Twitter;4,05257E+16;Agent Sosmed 3;2,35695E+18;choco_hm;;10/02/23 09.36;10/02/23 09.36;10/02/23 11.27;1
3199680;Twitter;4,05303E+16;Agent Sosmed 2;2,35695E+18;choco_hm;;10/02/23 09.38;10/02/23 09.38;10/02/23 16.26;1
3199681;Any channel;4,05257E+16;Agent Socmed 1;2,35695E+18;choco_hm;;10/02/23 09.39;10/02/23 09.39;10/03/23 18.45;1
3199684;Twitter;4,05257E+16;Agent Socmed 1;2,35696E+18;choco_hm;;10/02/23 09.40;10/02/23 09.40;10/02/23 09.41;1
3199687;Any channel;4,05257E+16;Agent Sosmed 3;2,35696E+18;choco_hm;;10/02/23 09.43;10/02/23 09.43;10/02/23 13.27;1
3199689;Twitter;4,05257E+16;Agent Socmed 1;2,35697E+18;choco_hm;;10/02/23 09.45;10/02/23 09.45;10/03/23 15.10;1
3199690;Any channel;4,05303E+16;Agent Sosmed 2;2,35697E+18;choco_hm;;10/02/23 09.45;10/02/23 09.45;10/02/23 09.55;1
3199692;Twitter;4,05257E+16;Agent Socmed 1;2,35698E+18;choco_hm;;10/02/23 09.46;10/02/23 09.46;10/02/23 10.02;1
3199693;Any channel;4,05303E+16;Agent Sosmed 2;2,35698E+18;choco_hm;;10/02/23 09.47;10/02/23 09.47;10/02/23 09.50;1
3199694;Any channel;4,05257E+16;Agent Sosmed 3;2,35698E+18;choco_hm;;10/02/23 09.47;10/02/23 09.47;10/04/23 10.58;1
3199695;Any channel;4,05257E+16;Agent Sosmed 3;2,35698E+18;choco_hm;;10/02/23 09.47;10/02/23 09.47;10/02/23 10.32;1
3199696;Twitter;4,05257E+16;Agent Socmed 1;2,35698E+18;choco_hm;;10/02/23 09.47;10/02/23 09.47;10/02/23 11.02;1
3199697;Twitter;4,05257E+16;Agent Sosmed 3;2,35698E+18;choco_hm;;10/02/23 09.47;10/02/23 09.48;10/02/23 20.48;1
3199698;Any channel;4,05303E+16;Agent Sosmed 2;2,35698E+18;choco_hm;;10/02/23 09.48;10/02/23 09.48;10/02/23 09.53;1
3199705;Any channel;4,05257E+16;Agent Socmed 1;2,35699E+18;choco_hm;;10/02/23 09.52;10/02/23 09.52;10/02/23 11.40;1
3199710;Twitter;4,05303E+16;Agent Sosmed 2;2,357E+16;choco_hm;;10/02/23 09.54;10/02/23 09.54;10/02/23 10.18;1
3199715;Any channel;4,05303E+16;Agent Sosmed 2;2,357E+16;choco_hm;;10/02/23 09.56;10/02/23 09.56;10/02/23 12.17;1
3199716;Any channel;4,05257E+16;Agent Sosmed 3;2,35701E+18;choco_hm;;10/02/23 09.58;10/02/23 09.58;10/02/23 10.14;1
3199717;Any channel;4,05257E+16;Agent Socmed 1;2,35701E+18;choco_hm;;10/02/23 09.58;10/02/23 09.58;10/07/23 09.46;1
3199718;Any channel;4,05303E+16;Agent Sosmed 2;2,35701E+18;choco_hm;;10/02/23 09.58;10/02/23 09.58;10/02/23 10.00;1
3199719;Any channel;4,05303E+16;Agent Sosmed 2;2,35701E+18;choco_hm;;10/02/23 09.59;10/02/23 09.59;10/02/23 12.57;1
3199720;Any channel;4,05303E+16;Agent Sosmed 2;2,35701E+18;choco_hm;;10/02/23 09.59;10/02/23 09.59;10/02/23 18.51;1
3199721;Any channel;4,05257E+16;Agent Sosmed 3;2,35701E+18;choco_hm;;10/02/23 09.59;10/02/23 09.59;10/02/23 13.42;1
3199722;Twitter;4,05257E+16;Agent Socmed 1;2,35701E+18;choco_hm;;10/02/23 09.59;10/02/23 09.59;10/02/23 14.48;1
3199723;Twitter;4,05257E+16;Agent Socmed 1;2,35701E+18;choco_hm;;10/02/23 09.59;10/02/23 09.59;10/02/23 10.03;1
3199724;Any channel;4,05257E+16;Agent Socmed 1;2,35702E+18;choco_hm;;10/02/23 10.00;10/02/23 10.00;10/08/23 13.24;1
3199725;Any channel;4,05257E+16;Agent Sosmed 3;2,35702E+18;choco_hm;;10/02/23 10.00;10/02/23 10.00;10/02/23 10.05;1
3199726;Twitter;4,05257E+16;Agent Socmed 1;2,35701E+18;choco_hm;;10/02/23 10.00;10/02/23 10.00;10/02/23 14.44;1
3199728;Any channel;4,05257E+16;Agent Socmed 1;2,35702E+18;choco_hm;;10/02/23 10.01;10/02/23 10.01;10/02/23 13.45;1
3199729;Twitter;4,05258E+16;Contact BRI;2,35702E+18;choco_hm;;10/02/23 10.01;10/02/23 10.01;10/06/23 16.22;1
3199730;Any channel;4,05257E+16;Agent Socmed 1;2,35702E+18;choco_hm;;10/02/23 10.01;10/02/23 10.01;10/06/23 19.58;1
3199731;Twitter;4,05257E+16;Agent Socmed 1;2,35701E+18;choco_hm;;10/02/23 09.59;10/02/23 10.01;10/02/23 10.06;1
3199732;Twitter;4,05303E+16;Agent Sosmed 2;2,35702E+18;choco_hm;;10/02/23 10.01;10/02/23 10.01;10/02/23 10.05;1
3199734;Twitter;4,05257E+16;Agent Socmed 1;2,35701E+18;choco_hm;;10/02/23 10.00;10/02/23 10.02;10/02/23 13.05;1
3199736;Any channel;4,05257E+16;Agent Socmed 1;2,35702E+18;choco_hm;;10/02/23 10.02;10/02/23 10.02;10/02/23 13.30;1
3199737;Any channel;4,05257E+16;Agent Socmed 1;2,35703E+18;choco_hm;;10/02/23 10.03;10/02/23 10.03;10/03/23 18.43;1
3199739;Any channel;4,05257E+16;Agent Sosmed 3;2,35703E+18;choco_hm;;10/02/23 10.04;10/02/23 10.04;10/02/23 10.47;1
3199740;Any channel;4,05257E+16;Agent Socmed 1;2,35704E+18;choco_hm;;10/02/23 10.04;10/02/23 10.04;10/02/23 10.11;1
3199741;Any channel;4,05303E+16;Agent Sosmed 2;2,35704E+18;choco_hm;;10/02/23 10.05;10/02/23 10.05;10/02/23 10.14;1
3199742;Any channel;4,05257E+16;Agent Socmed 1;2,35702E+18;choco_hm;;10/02/23 10.02;10/02/23 10.06;10/02/23 10.07;1
3199744;Any channel;4,05257E+16;Agent Socmed 1;2,35704E+18;choco_hm;;10/02/23 10.05;10/02/23 10.07;10/02/23 10.08;1
3199746;Twitter;4,05257E+16;Agent Socmed 1;2,35705E+18;choco_hm;;10/02/23 10.07;10/02/23 10.07;10/02/23 11.12;1
3199750;Any channel;4,05303E+16;Agent Sosmed 2;2,35704E+18;choco_hm;;10/02/23 10.05;10/02/23 10.10;10/06/23 19.31;1
3199751;Any channel;4,05303E+16;Agent Sosmed 2;2,35487E+18;choco_hm;;10/01/23 13.43;10/02/23 10.11;10/02/23 10.14;1
3199752;Twitter;4,05257E+16;Agent Socmed 1;2,35706E+18;choco_hm;;10/02/23 10.11;10/02/23 10.11;10/02/23 11.14;1
3199753;Any channel;4,05257E+16;Agent Socmed 1;2,35706E+18;choco_hm;;10/02/23 10.12;10/02/23 10.12;10/02/23 10.44;1
3199754;Any channel;4,05303E+16;Agent Sosmed 2;2,35707E+18;choco_hm;;10/02/23 10.12;10/02/23 10.12;10/07/23 13.55;1
3199755;Twitter;4,05303E+16;Agent Sosmed 2;2,35706E+18;choco_hm;;10/02/23 10.11;10/02/23 10.13;10/02/23 10.48;1
3199757;Any channel;4,05303E+16;Agent Sosmed 2;2,35707E+18;choco_hm;;10/02/23 10.14;10/02/23 10.14;10/02/23 10.16;1
3199759;Twitter;4,05257E+16;Agent Socmed 1;2,35554E+18;choco_hm;;10/01/23 18.36;10/02/23 10.15;10/03/23 18.17;1
3199760;Twitter;4,05257E+16;Agent Socmed 1;2,35702E+18;choco_hm;;10/02/23 10.01;10/02/23 10.15;10/02/23 10.39;1
3199761;Twitter;4,05257E+16;Agent Socmed 1;2,35702E+18;choco_hm;;10/02/23 10.01;10/02/23 10.15;10/02/23 10.40;1
3199762;Any channel;4,05303E+16;Agent Sosmed 2;2,35708E+18;choco_hm;;10/02/23 10.16;10/02/23 10.16;10/02/23 10.24;1
3199765;Any channel;4,05303E+16;Agent Sosmed 2;2,35708E+18;choco_hm;;10/02/23 10.16;10/02/23 10.16;10/02/23 10.17;1
3199766;Any channel;4,05303E+16;Agent Sosmed 2;2,35706E+18;choco_hm;;10/02/23 10.11;10/02/23 10.18;10/02/23 10.27;1
3199767;Any channel;4,05257E+16;Agent Sosmed 3;2,35709E+18;choco_hm;;10/02/23 10.19;10/02/23 10.19;10/06/23 18.16;1
3199770;Any channel;4,05257E+16;Agent Sosmed 3;2,35709E+18;choco_hm;;10/02/23 10.21;10/02/23 10.21;10/02/23 14.08;1
3199771;Any channel;4,05257E+16;Agent Sosmed 3;2,35709E+18;choco_hm;;10/02/23 10.21;10/02/23 10.21;10/02/23 14.06;1
3199772;Any channel;4,05303E+16;Agent Sosmed 2;2,35709E+18;choco_hm;;10/02/23 10.21;10/02/23 10.21;10/02/23 14.41;1
3199773;Any channel;4,05303E+16;Agent Sosmed 2;2,35709E+18;choco_hm;;10/02/23 10.21;10/02/23 10.21;10/06/23 19.08;1
3199775;Any channel;4,05303E+16;Agent Sosmed 2;2,3571E+17;choco_hm;;10/02/23 10.25;10/02/23 10.25;10/02/23 11.13;1
3199777;Any channel;4,05303E+16;Agent Sosmed 2;2,3571E+17;choco_hm;;10/02/23 10.25;10/02/23 10.25;10/02/23 10.30;1
3199778;Any channel;4,05303E+16;Agent Sosmed 2;2,3571E+17;choco_hm;;10/02/23 10.25;10/02/23 10.27;10/02/23 11.13;1
3199779;Twitter;4,05303E+16;Agent Sosmed 2;2,35711E+18;choco_hm;;10/02/23 10.27;10/02/23 10.27;10/02/23 15.19;1
3199782;Any channel;4,05257E+16;Agent Socmed 1;2,35711E+18;choco_hm;;10/02/23 10.28;10/02/23 10.28;10/02/23 10.32;1
3199783;Any channel;4,05303E+16;Agent Sosmed 2;2,35711E+18;choco_hm;;10/02/23 10.28;10/02/23 10.28;10/02/23 18.44;1
3199791;Any channel;4,05303E+16;Agent Sosmed 2;2,35712E+18;choco_hm;;10/02/23 10.31;10/02/23 10.31;10/06/23 18.21;1
3199792;Any channel;4,05257E+16;Agent Socmed 1;2,35712E+18;choco_hm;;10/02/23 10.31;10/02/23 10.31;10/02/23 10.32;1
3199793;Any channel;4,05257E+16;Agent Sosmed 3;2,35712E+18;choco_hm;;10/02/23 10.32;10/02/23 10.32;10/02/23 10.40;1
3199795;Twitter;4,05257E+16;Agent Socmed 1;2,35713E+18;choco_hm;;10/02/23 10.32;10/02/23 10.32;10/02/23 10.34;1
3199798;Any channel;4,05257E+16;Agent Socmed 1;2,35713E+18;choco_hm;;10/02/23 10.33;10/02/23 10.33;10/02/23 11.13;1
3199800;Any channel;4,05303E+16;Agent Sosmed 2;2,35713E+18;choco_hm;;10/02/23 10.34;10/02/23 10.34;10/02/23 10.37;1
3199801;Any channel;4,05257E+16;Agent Socmed 1;2,35713E+18;choco_hm;;10/02/23 10.34;10/02/23 10.34;10/02/23 16.20;1
3199802;Twitter;4,05303E+16;Agent Sosmed 2;2,35713E+18;choco_hm;;10/02/23 10.34;10/02/23 10.34;10/06/23 17.44;1
3199804;Any channel;4,05303E+16;Agent Sosmed 2;2,35714E+18;choco_hm;;10/02/23 10.37;10/02/23 10.37;10/02/23 10.42;1
3199807;Twitter;4,05257E+16;Agent Socmed 1;2,35714E+18;choco_hm;;10/02/23 10.38;10/02/23 10.38;10/02/23 10.39;1
3199809;Any channel;4,05257E+16;Agent Sosmed 3;2,35714E+18;choco_hm;;10/02/23 10.38;10/02/23 10.38;10/02/23 10.39;1
3199810;Twitter;4,05257E+16;Agent Socmed 1;2,35714E+18;choco_hm;;10/02/23 10.38;10/02/23 10.38;10/02/23 11.35;1
3199811;Twitter;4,05257E+16;Agent Socmed 1;2,35715E+18;choco_hm;;10/02/23 10.39;10/02/23 10.39;10/02/23 10.41;1
3199815;Any channel;4,05257E+16;Agent Socmed 1;2,35716E+18;choco_hm;;10/02/23 10.42;10/02/23 10.42;10/02/23 10.55;1
3199819;Any channel;4,05303E+16;Agent Sosmed 2;2,35717E+18;choco_hm;;10/02/23 10.45;10/02/23 10.45;10/03/23 19.33;1
3199823;Any channel;4,05303E+16;Agent Sosmed 2;2,35718E+18;choco_hm;;10/02/23 10.48;10/02/23 10.48;10/02/23 15.48;1
3199824;Any channel;4,05257E+16;Agent Sosmed 3;2,35718E+18;choco_hm;;10/02/23 10.50;10/02/23 10.50;10/02/23 11.33;1
3199827;Any channel;4,05303E+16;Agent Sosmed 2;2,35718E+18;choco_hm;;10/02/23 10.51;10/02/23 10.51;10/02/23 10.57;1
3199829;Any channel;4,05257E+16;Agent Socmed 1;2,35718E+18;choco_hm;;10/02/23 10.51;10/02/23 10.51;10/02/23 10.52;1
3199833;Twitter;4,05257E+16;Agent Socmed 1;2,35719E+18;choco_hm;;10/02/23 10.54;10/02/23 10.54;10/02/23 10.55;1
3199834;Twitter;4,05257E+16;Agent Socmed 1;2,35719E+18;choco_hm;;10/02/23 10.54;10/02/23 10.54;10/02/23 11.21;1
3199835;Any channel;4,05257E+16;Agent Socmed 1;2,3572E+17;choco_hm;;10/02/23 10.55;10/02/23 10.55;10/02/23 11.30;1
3199837;Any channel;4,05303E+16;Agent Sosmed 2;2,3572E+17;choco_hm;;10/02/23 10.56;10/02/23 10.56;10/08/23 09.41;1
3199838;Any channel;4,05257E+16;Agent Socmed 1;2,35718E+18;choco_hm;;10/02/23 10.51;10/02/23 10.56;10/02/23 11.25;1
3199841;Any channel;4,05257E+16;Agent Sosmed 3;2,3572E+17;choco_hm;;10/02/23 10.57;10/02/23 10.57;10/02/23 13.30;1
3199842;Any channel;4,05257E+16;Agent Socmed 1;2,3572E+17;choco_hm;;10/02/23 10.57;10/02/23 10.57;10/02/23 11.03;1
3199843;Any channel;4,05303E+16;Agent Sosmed 2;2,3572E+17;choco_hm;;10/02/23 10.57;10/02/23 10.57;10/03/23 18.38;1
3199844;Any channel;4,05257E+16;Agent Socmed 1;2,3572E+17;choco_hm;;10/02/23 10.58;10/02/23 10.58;10/02/23 11.02;1
3199848;Any channel;4,05257E+16;Agent Sosmed 3;2,35721E+18;choco_hm;;10/02/23 10.58;10/02/23 10.58;10/04/23 10.04;1
3199850;Any channel;4,05257E+16;Agent Socmed 1;2,35721E+18;choco_hm;;10/02/23 10.59;10/02/23 10.59;10/02/23 11.11;1
3199851;Any channel;4,05303E+16;Agent Sosmed 2;2,35721E+18;choco_hm;;10/02/23 10.59;10/02/23 10.59;10/03/23 19.06;1
3199853;Any channel;4,05257E+16;Agent Socmed 1;2,35721E+18;choco_hm;;10/02/23 10.59;10/02/23 10.59;10/02/23 13.26;1
3199860;Twitter;4,05257E+16;Agent Socmed 1;2,35722E+18;choco_hm;;10/02/23 11.01;10/02/23 11.01;10/02/23 11.02;1
3199861;Twitter;4,05257E+16;Agent Socmed 1;2,35722E+18;choco_hm;;10/02/23 11.01;10/02/23 11.01;10/05/23 12.36;1
3199862;Any channel;4,05303E+16;Agent Sosmed 2;2,35722E+18;choco_hm;;10/02/23 11.01;10/02/23 11.01;10/02/23 11.03;1
3199865;Any channel;4,05303E+16;Agent Sosmed 2;2,35723E+18;choco_hm;;10/02/23 11.03;10/02/23 11.03;10/03/23 18.19;1
3199866;Any channel;4,05303E+16;Agent Sosmed 2;2,35723E+18;choco_hm;;10/02/23 11.04;10/02/23 11.04;10/02/23 11.08;1
3199868;Any channel;4,05303E+16;Agent Sosmed 2;2,35723E+18;choco_hm;;10/02/23 11.05;10/02/23 11.05;10/06/23 18.34;1
3199875;Any channel;4,05257E+16;Agent Socmed 1;2,35725E+18;choco_hm;;10/02/23 11.10;10/02/23 11.10;10/02/23 11.11;1
3199889;Any channel;4,05303E+16;Agent Sosmed 2;2,35727E+18;choco_hm;;10/02/23 11.14;10/02/23 11.14;10/02/23 12.18;1
3199891;Any channel;4,05303E+16;Agent Sosmed 2;2,35727E+18;choco_hm;;10/02/23 11.14;10/02/23 11.14;10/03/23 18.21;1
3199893;Twitter;4,05257E+16;Agent Socmed 1;2,35727E+18;choco_hm;;10/02/23 11.14;10/02/23 11.14;10/02/23 15.16;1
3199894;Twitter;4,05257E+16;Agent Socmed 1;2,35727E+18;choco_hm;;10/02/23 11.15;10/02/23 11.15;10/02/23 11.17;1
3199895;Any channel;4,05303E+16;Agent Sosmed 2;2,35727E+18;choco_hm;;10/02/23 11.15;10/02/23 11.15;10/02/23 15.49;1
3199900;Any channel;4,05257E+16;Agent Socmed 1;2,35727E+18;choco_hm;;10/02/23 11.16;10/02/23 11.16;10/03/23 18.21;1
3199901;Any channel;4,05257E+16;Agent Socmed 1;2,35665E+18;choco_hm;;10/02/23 07.56;10/02/23 11.16;10/02/23 11.22;1
3199904;Twitter;4,05257E+16;Agent Socmed 1;2,35727E+18;choco_hm;;10/02/23 11.15;10/02/23 11.17;10/02/23 11.20;1
3199908;Any channel;4,05303E+16;Agent Sosmed 2;2,35728E+18;choco_hm;;10/02/23 11.19;10/02/23 11.19;10/07/23 16.13;1
3199909;Any channel;4,05303E+16;Agent Sosmed 2;2,35728E+18;choco_hm;;10/02/23 11.19;10/02/23 11.19;10/02/23 11.21;1
3199911;Any channel;4,05257E+16;Agent Socmed 1;2,35729E+18;choco_hm;;10/02/23 11.20;10/02/23 11.20;10/03/23 18.29;1
3199912;Any channel;4,05257E+16;Agent Socmed 1;2,35729E+18;choco_hm;;10/02/23 11.20;10/02/23 11.20;10/02/23 14.54;1
3199914;Any channel;4,05257E+16;Agent Sosmed 3;2,35729E+18;choco_hm;;10/02/23 11.21;10/02/23 11.21;10/02/23 11.23;1
3199917;Any channel;4,05257E+16;Agent Sosmed 3;2,3573E+17;choco_hm;;10/02/23 11.22;10/02/23 11.22;10/02/23 14.37;1
3199918;Any channel;4,05303E+16;Agent Sosmed 2;2,3573E+17;choco_hm;;10/02/23 11.23;10/02/23 11.23;10/05/23 11.26;1
3199919;Any channel;4,05258E+16;Contact BRI;2,3547E+17;choco_hm;;10/01/23 12.29;10/02/23 11.23;10/02/23 11.26;1
3199920;Any channel;4,05257E+16;Agent Sosmed 3;2,3573E+17;choco_hm;;10/02/23 11.23;10/02/23 11.23;10/02/23 13.16;1
3199922;Twitter;4,05257E+16;Agent Sosmed 3;2,3573E+17;choco_hm;;10/02/23 11.24;10/02/23 11.24;10/02/23 11.24;1
3199924;Twitter;4,05257E+16;Agent Socmed 1;2,35727E+18;choco_hm;;10/02/23 11.15;10/02/23 11.25;10/02/23 11.30;1
3199927;Any channel;4,05257E+16;Agent Socmed 1;2,3573E+17;choco_hm;;10/02/23 11.25;10/02/23 11.25;10/02/23 11.26;1
3199929;Twitter;4,05257E+16;Agent Socmed 1;2,35727E+18;choco_hm;;10/02/23 11.15;10/02/23 11.26;10/02/23 11.30;1
3199930;Any channel;4,05303E+16;Agent Sosmed 2;2,35731E+18;choco_hm;;10/02/23 11.26;10/02/23 11.26;10/03/23 18.34;1
3199932;Any channel;4,05303E+16;Agent Sosmed 2;2,35731E+18;choco_hm;;10/02/23 11.27;10/02/23 11.27;10/02/23 11.35;1
3199933;Twitter;4,05257E+16;Agent Socmed 1;2,35727E+18;choco_hm;;10/02/23 11.15;10/02/23 11.27;10/02/23 11.31;1
3199935;Twitter;4,05257E+16;Agent Socmed 1;2,35731E+18;choco_hm;;10/02/23 11.28;10/02/23 11.28;10/02/23 20.03;1
3199938;Any channel;4,05257E+16;Agent Sosmed 3;2,35731E+18;choco_hm;;10/02/23 11.30;10/02/23 11.30;10/02/23 11.50;1
3199940;Twitter;4,05257E+16;Agent Socmed 1;2,35732E+18;choco_hm;;10/02/23 11.30;10/02/23 11.30;10/02/23 11.31;1
3199944;Any channel;4,05303E+16;Agent Sosmed 2;2,35732E+18;choco_hm;;10/02/23 11.31;10/02/23 11.31;10/02/23 11.35;1
3199945;Any channel;4,05303E+16;Agent Sosmed 2;2,35732E+18;choco_hm;;10/02/23 11.31;10/02/23 11.31;10/02/23 15.01;1
3199947;Any channel;4,05303E+16;Agent Sosmed 2;2,35732E+18;choco_hm;;10/02/23 11.32;10/02/23 11.32;10/02/23 11.39;1
3199948;Any channel;4,05257E+16;Agent Sosmed 3;2,35733E+18;choco_hm;;10/02/23 11.33;10/02/23 11.33;10/08/23 14.01;1
3199950;Any channel;4,05303E+16;Agent Sosmed 2;2,35733E+18;choco_hm;;10/02/23 11.33;10/02/23 11.33;10/02/23 13.34;1
3199958;Any channel;4,05257E+16;Agent Sosmed 3;2,3572E+17;choco_hm;;10/02/23 10.57;10/02/23 11.36;10/02/23 11.45;1
3199959;Any channel;4,05303E+16;Agent Sosmed 2;2,35734E+18;choco_hm;;10/02/23 11.38;10/02/23 11.38;10/03/23 06.26;1
